theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,d_min
0.8603315748851472,-0.19194614780265495,-1.3447877973111475,-1.4661431834462701,0.32389178611425673,-0.13996918784701073,1.0979410219367036,1.3167202342437674,1
-1.1678719479457158,-0.1558080006327609,-0.7871563763219818,-0.5881346093042309,0.2598962067155429,-0.570894840509298,0.5775960860781486,0.6894196382459769,0
0.17141806514452762,-1.3697882889304478,-1.3018520116809906,-0.7072667251503774,-0.05210635143753853,-0.6944943408743645,1.4829234560882942,0.8775201365389609,0
0.874235534210442,-0.9589566018616811,-1.2564598638476059,-0.5757098411064724,0.44469287242005684,-0.27980463359372554,1.1416729505136767,0.8247208334544528,0
-0.5469780453029476,-0.40680833916809767,-1.5693146938372893,-0.4028668653626799,0.09959484495424084,-0.40574845317195296,0.6554154257077622,1.3404927661836668,0
-0.19736811397333254,1.0447426069000325,-0.8890263301112385,-0.9196388829920435,0.42463261792426465,-0.7631397182081922,1.260530472028059,1.494356143880472,1
0.5731088806830129,-1.1313213004733236,-1.2514250035069523,-0.5481086772976281,0.41019936478571506,-0.13911239792728325,1.4719277363431282,1.0691526732267038,0
-0.12902089849939724,0.2158748517704676,-0.9949299986307285,-0.3827986511922312,0.24009809083464292,-0.7331543846317248,1.0966167413959784,1.2518438684906799,1
0.4230694121298555,0.16826074982637018,-1.466842601071408,-0.9763888252208448,-0.09724699370739176,0.21145288440071686,0.9818597477587525,1.0090413232403712,0
1.109827011291349,-0.8355364385884839,-0.7719433254637198,-0.8805256966601264,-0.17290902556380244,-0.7211623457192111,1.5126620952312866,1.5064445548387198,0
0.5160102420441277,-0.29398270033360263,-1.5078531265402364,-0.7681956672645228,-0.09704645963266095,0.00699909935843257,1.4754203833881538,0.6152052388689578,0
-1.063742105122877,0.0032810117346029344,-1.2952711468163576,-1.4166316310723237,-0.007236037067907486,0.2238322314519272,0.6181566588270739,1.3643636223900903,0
-0.43396367781813283,-1.2949441933797163,-1.2036824159895414,-0.3200208741841968,-0.04966884611369274,-0.8005912311000017,1.2926010590770203,1.2188429417062256,0
0.8753893388141816,0.6811219500349097,-1.3594598423816175,-0.4360275370709499,0.2106475065404768,-0.26658766378034193,0.8588813692901666,0.7104211170179509,0
-0.6093738175172909,0.24878113430513005,-1.4673541087819377,-0.31223438334470455,0.1986698512422673,-0.6063584516282758,0.9558393711079389,1.2184989718243209,0
0.26410126157355474,0.4705782675227568,-0.9942230945119097,-1.2517493101100803,0.43311258296130795,-0.5775289479394727,0.9771378376583983,1.1891323270341199,0
-1.2454733201640988,0.2752390144668868,-1.043477023413345,-0.356377704985652,0.33984773164480564,0.014073623286166015,0.8229535116899351,0.8843160121330114,0
1.440059353263435,-0.055574286624516134,-0.9461566051570732,-1.0896372118071898,0.004457582766774937,-0.6999741369492765,0.8468722671835209,0.7954318541484602,0
-0.08325388492074226,-0.7317896276262175,-1.3629034920766092,-1.2377650502735429,0.35674046019460226,-0.9104961440971548,1.0666486577590717,0.9947898448034083,0
-1.1297617609087627,0.16969510517003084,-1.064414954124735,-0.2667644453311906,0.3858909473701885,-0.7562819870976483,0.8064541613462504,0.8028136697183497,0
-1.2318503333201025,1.3064435984701441,-1.381710201746429,-1.2176151327501505,0.06846239537066234,-0.17833354559430759,1.2345653681481492,1.4923010536823682,0
-0.5742570209795448,1.4222852602770273,-0.7881699455411554,-0.6257277704486858,0.20508911083251616,-0.34564162623057004,0.6477615570005911,1.4019377440963328,1
-0.2038211927664597,1.5462562213609508,-1.1328460824784388,-1.0030040920334793,-0.013638104763718961,-0.07305416997477865,1.0635304914159833,0.4633521217422906,1
0.8542278418013469,0.507681030852037,-1.2670968541835546,-0.9760224546030662,0.22561506625122327,-0.014469993939413506,1.2157294002858114,1.3546291079309576,0
-1.1846909890549693,1.0398262355410555,-0.8374223416214945,-0.841972899252436,0.22612112090152073,-0.7587177390487876,1.0045066609382878,0.6476585980516236,0
0.871162154012594,1.481723708401862,-1.3601190514688737,-0.7483675201831552,0.01589513864244571,-0.5592674068320179,0.9564352717322052,0.7921904000388109,0
-1.187597202464561,0.01987851726143597,-1.2227209933854004,-0.267153046045721,0.2540148244094115,-0.26034250993081154,0.8025465834356416,0.4950023754177365,0
-1.1586262370094134,-1.1815635550164578,-1.234249284768221,-0.4713737693690463,0.022587553772029256,-0.037292480181920995,0.8895783478984842,1.4319784695108917,0
-0.6706442690995945,1.33406839141149,-1.0042775979388319,-1.292917282822457,0.43643065032806994,-0.19914704282758255,0.7965664383291158,0.654337397571485,1
1.4641546968944479,0.3016120341772244,-0.8456797126883826,-1.3595171376750854,0.42090084145623585,-0.37040945845235285,1.2156918505905816,0.8335030549430187,0
1.0345376221777454,0.932124384176338,-0.7639141820566061,-1.0376409442566534,0.432870569859497,-0.8157017742532658,0.7235997719847053,0.5061320827289091,1
-0.39511243008408337,-0.23275989595262958,-1.250265323235056,-1.3238704861152095,0.2946555771694014,0.02557948699778012,1.2342682519382502,0.6452459280241697,1
0.9941525446564483,-1.239584718026106,-0.9545093571508922,-0.7809077045850661,0.05895343720413865,-0.9221629247467914,1.3680765794305276,1.4524790249229005,1
1.3220156717995886,-1.0503641779221324,-0.8129487886205826,-1.2527195349018891,0.29509907314706096,-0.5862091818932733,1.0424093772436835,0.5977083407116897,0
-1.4025593787776185,0.286228040114894,-1.3538268386459142,-1.0288766819705466,0.0950849738905559,-0.08289755986023295,1.4621273749278512,0.7773306743796745,0
-1.4336709152550282,-1.000222394503076,-1.2513298859411046,-0.86091586311882,-0.11014174371472013,-0.8157673734709724,0.9596342582793038,1.4254890382315575,0
0.0745937601528679,-1.2509095561211705,-0.9679877743937217,-0.29777684925725945,0.11882308932976424,-1.016811278036037,1.2345880871970638,0.8795735286999465,0
1.5060437653141359,0.9484820744111933,-1.5682478026652977,-1.0630175514752846,0.2779825519253091,-0.5308407528355821,0.7853723069015126,0.9330273782902352,0
1.1229195614024798,-0.11682487229012284,-1.0094210021479344,-0.6544128375935077,0.06156131768663001,0.19869694483823497,1.4324411974679578,0.771565873999677,0
-0.839837358763125,-0.41606591151445205,-1.4042391351344592,-0.8064045853385061,0.41659400020845305,0.07231109511059497,0.8683762723840127,0.8943569534702681,0
1.307499320557694,-0.05994889096643319,-1.5188298115215817,-0.31109630157878443,0.3830278836481008,-0.7569804462836864,1.245334728869584,1.046620232883679,0
0.4174145229520363,-0.6652761092213972,-1.4147372210051155,-0.689218353674876,-0.12661512963866733,-0.28884062476090266,0.7791755462705134,1.1743039091714005,1
-1.2715613122587133,0.7088373590235888,-1.2457163893594827,-0.5706567637762934,-0.07256869957222349,-0.3116716715854382,1.2189649443311512,0.8137559046109344,0
0.887552738178629,0.9267786403424829,-1.0619173771839487,-1.3207287355038824,-0.1636211129973538,-0.9635470094129613,1.4412677953974034,1.390217987179855,0
0.2039709002680563,0.22746078627190158,-1.1442291868755712,-0.49143422861915353,0.2584668965948883,-0.881682500118984,1.4332418786691572,0.6017676234738685,1
1.3542542745611958,-1.1941886386710738,-1.1773381243146777,-1.0270793205872124,0.18006752073288432,0.21267684679980037,0.6900227134764347,1.2529484502016421,0
-0.5224439837460009,1.2510303053341671,-1.2281534968218926,-0.8045049260425299,-0.045190968587206753,-0.5154768637959605,1.1843256479209603,1.0558240305491113,1
1.3696146859851865,-0.19500616158103523,-1.2385243502429812,-0.9637025083641743,0.14316230884249428,-0.31188689897799227,0.6791913651336732,0.767715001598377,0
-0.3882807094808134,1.528217703680341,-0.7811361522280506,-0.7615013713879122,0.0995543110709183,-0.3124132816968789,1.2163189076660357,0.9012982454674308,1
0.2771654231033407,0.5844170249771514,-1.520860848459153,-0.8154808300463663,0.17596724664166072,-0.07124647992196365,1.516675482399111,1.295328299898848,0
-0.6220272199139995,1.3140749286770463,-1.0933175593240985,-0.44311035103124574,0.4254500438234764,0.01540242313454776,0.7564394284827605,1.2044888456031324,0
-1.2360001021111093,1.5673884955812991,-1.0142849848181767,-0.8660024627009273,0.23404705599290168,-0.6556263880304097,0.6605009048476187,1.3302318498548782,0
-1.1210541032266994,0.8691620409498431,-1.2995080483315642,-1.3806468386277075,0.0028653382352635537,0.03755183071794965,1.2036156319875682,1.4820107738377828,0
0.3326474278849241,0.9467734788229076,-0.9297438529329713,-1.2028746834609532,0.4459716668464766,-0.27897016250166906,0.5829974824954448,0.45375667692264704,1
0.6221785100065123,1.061393078665365,-0.9516039977977627,-0.5067497000541599,0.09377425125776853,-0.018341948394902552,1.4734638994012301,0.6143144150145476,0
