theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,d_min
1.1936259455766833,1.3501971149589393,-1.3447877973111475,-1.4661431834462701,0.32389178611425673,-0.13996918784701073,0.8200831201305043,0.8983563442917457,0
1.4049815806277615,0.952992518239888,-0.7871563763219818,-0.5881346093042309,0.2598962067155429,-0.570894840509298,-0.17770205000264938,-0.8565795181070867,0
1.3476461767625554,1.1093577220505708,-1.3018520116809906,-0.7072667251503774,-0.05210635143753853,-0.6944943408743645,1.4781800758097543,1.2345575694002295,0
0.9569986197821696,0.8237713519651899,-1.2564598638476059,-0.5757098411064724,0.44469287242005684,-0.27980463359372554,0.7686510744129091,1.4681675637363931,0
1.1976229586066263,0.6086750271532702,-1.5693146938372893,-0.4028668653626799,0.09959484495424084,-0.40574845317195296,-0.8576138802406036,0.5332838689009554,1
0.9008024447202128,0.725713464924371,-0.8890263301112385,-0.9196388829920435,0.42463261792426465,-0.7631397182081922,-0.3533628984936401,-0.6647344224174614,1
1.186318087847806,1.086682198893267,-1.2514250035069523,-0.5481086772976281,0.41019936478571506,-0.13911239792728325,0.6443013550381427,0.8816014490213882,0
1.2070377343214458,0.5898274551907319,-0.9949299986307285,-0.3827986511922312,0.24009809083464292,-0.7331543846317248,0.20486746879352546,0.8322024118292866,1
1.4797177850662606,0.400048491878048,-1.466842601071408,-0.9763888252208448,-0.09724699370739176,0.21145288440071686,-0.8963182934775505,-0.2872566472471527,1
0.9435238178326603,0.7750775547368041,-0.7719433254637198,-0.8805256966601264,-0.17290902556380244,-0.7211623457192111,0.1791037712125505,0.8915539358777809,1
0.9310314984110234,0.9880695531451436,-1.5078531265402364,-0.7681956672645228,-0.09704645963266095,0.00699909935843257,0.6982973046130925,-0.119720746118543,1
1.1208995229470453,0.33011045327251326,-1.2952711468163576,-1.4166316310723237,-0.007236037067907486,0.2238322314519272,-0.6233314352400086,0.4091394554305574,0
0.8308799186102038,0.8774734339207824,-1.2036824159895414,-0.3200208741841968,-0.04966884611369274,-0.8005912311000017,-0.7352619730325247,1.4734014954227923,1
