Variables,Lower,Upper,Units,Description
theta1,0.7725743851746951,1.5253644810784892,rad,Angle
theta2,0.19928940788797173,1.4813082366179116,rad,Angle
theta3,-1.5702,-0.7595352378078937,rad,Angle
theta4,-1.4990210698156476,-0.23339464312231537,rad,Angle
theta5,-0.1786257128868806,0.46923641217447265,rad,Angle
theta6,-1.0276868676601427,0.23618829580755069,rad,Angle
theta7,0.5754326685544654,1.5332994984606327,rad,Angle
theta8,0.4262868592712357,1.5183838909921878,rad,Angle
