dv_1,dv_2,dv_3,dv_4,dv_5,dv_6
-0.547766130334926,-0.750418861073429,-0.552553260698147,0.25013243680086,0.106867571579004,-0.294116895680047
-0.298313426057516,-0.4874366557618,-0.316351790500686,0.640564269058527,0.701848402272064,0.24787939041156
-0.192921421810869,-0.452548498150438,-0.602735050609058,0.0362260403159267,0.44931596704354,-0.695386248030737
-0.502168969085261,-0.843907387435109,-0.43482828055703,0.397558689866483,0.000536517342826166,0.245363733274871
-0.791686242997996,0.0776637485094992,-0.765191627679233,-0.00042265037031195,-0.368277902713971,-0.100589480656357
-0.493910429048291,-0.470388625063691,-0.509769018654977,0.670685479058234,-0.377645936764275,0.305487685005854
-0.0670352341064753,0.0929655360624164,-0.139510837693347,0.262747668436516,1.11877384749456,-0.489409235635815
-0.936422583128092,0.10521680673,-0.536886520955865,0.49327714947709,-0.228895966218676,0.0936287522536771
-0.586171489795507,-0.240775059838511,-0.563211986881795,-0.517026679887137,0.666178165176186,0.00546718827262372
-0.870847613920816,0.2718403261926,-0.439388135980219,-0.559598890227236,0.0211080388434495,0.0184485350939174
-0.856043529602215,0.652419972071845,-0.299080971870027,-0.100777798989827,0.116522280808594,-0.438582451099213
-0.220818296723233,-0.589479742649286,-0.595356695923695,0.177058911971399,0.631234311120792,-0.0680419500017561
-0.335019382314455,-0.337540562907764,-0.0447398018900011,-0.385230080445474,-0.926953273281222,-0.248248650728784
-0.151901342737377,0.402168349232601,-0.631445027232922,-0.112826530904886,0.381620250181794,0.763412686942466
-0.247075994383874,0.196439986466669,-0.892907786674823,0.186582579016524,0.388274296016408,0.478303866712224
-0.116043738956197,-0.418300395407668,-0.809045952843093,-0.382190486320675,0.120014545832278,0.02104981170116
-0.416413723979051,0.339294528598256,-0.4733552213939,-0.439388310187552,-0.777958107781323,0.0489620631764466
-0.428951750055835,-0.158221188724553,-0.73803138006595,-0.174945646956202,0.164656307979166,0.605507846884313
-0.784685118241133,-0.466620336844206,-0.12104095556421,-0.0363238994561691,0.527561919476375,0.495341493489654
-0.468199552513343,-0.329069910287591,-0.116701697067978,-0.404533390394865,-0.775287422379145,-0.297679991528972
-0.244164789232098,0.049842475892538,-0.495536086254692,0.521924800183378,-0.344180930005311,0.721374544463058
-0.730624583526105,0.0561826146210575,-0.550071632529159,-0.111272787382925,-0.485439071505641,0.544401072837136
0.0660640689494455,-0.368143866292184,-0.575893539138044,-0.249393061421959,0.633100234877009,-0.243370339501348
-0.575733167691703,0.0712576083515429,-0.477935013411307,-0.735014938813464,0.151214925413225,0.25858521243437
-0.403132223098467,0.515080176351864,-0.796487571632626,-0.194243438838632,0.248136121608807,-0.22810734297004
