theta1,theta2,theta3,theta4,d_min
-4.791900223664184,-2.0382777074816163,-2.096337337706389,-0.8625326269605926,0
-1.4096110006029825,-1.7095559481273392,-3.0100222947044597,-2.2295200614453137,0
-3.5509703399976957,-0.06651812982239047,2.30172497219469,-3.413143884179438,1
-3.334566695706286,2.1739603279935182,-5.669969719522207,-0.49273375819104803,0
-2.967442358584137,0.027268076259369778,-5.684982308731148,-4.544140532220053,0
-3.2357810260288966,-0.9949214920511795,-3.914675996369421,-5.887079077955344,0
-4.186293107547007,0.9362578161549253,-3.245015306237083,0.8693033534093004,0
-5.0769176066857975,-0.22544282450814368,-6.220448105026864,4.438320409340126,0
-3.2688581783405386,-1.837223754076234,3.4280935949791678,4.4649737648897565,0
-3.7863822668371823,2.2102422341818184,-0.572014675448858,1.2990111464265182,1
-0.9936137776064431,1.6372796626125248,3.933281383500618,-2.280907080074547,1
-4.515120742386511,0.8263715181025639,-3.562572467968958,-1.0798322620071907,0
-3.9322521730658084,2.0234273835019247,-5.9052752875478,-1.9282280880858078,0
-4.30004314642336,-0.08121083528251694,2.8283025098869112,2.6136259201858634,1
-3.242377983376942,-1.276744421087082,4.898644381398255,1.1785116832373017,0
-1.639155407151848,1.0258459278799816,2.425278562237051,-4.1078241582874995,0
-3.244946572474051,0.359911755814351,-6.229664484549256,-6.071757688166685,0
-2.9417898300945287,1.9581394801994585,-4.686010707487475,4.990115628911416,0
-4.0928457309634645,0.013347565011665452,1.5297078950511018,-2.8487688747489934,1
-2.0643214660768834,-0.9853764083324261,-2.577874773373297,2.0550803460540203,0
-3.350856102455018,-0.42174142698910067,1.2021650100527363,-3.3751164215331357,1
-1.7577630352844675,1.8183014499320431,1.3912728734368534,0.6724729515255197,0
-2.2011846066806773,1.0720971311657874,2.8356666120258494,0.8407387092114984,0
-4.782955439073445,-2.1517739430604705,-1.0139388079658875,0.18316313168226817,0
-1.367003295671727,-0.3209110893053979,0.25408964209768303,-1.156004434671301,0
-3.420597109998129,-0.8668622340089933,-1.3187090650906113,2.293224873507808,0
-4.516085336717333,1.228024854160291,-4.038771471517804,-3.773752569182401,1
-1.6781379201492919,-1.6453712817252506,-3.6154285615073345,-0.37930084452416146,0
-3.131254670982651,0.5862983670644901,-1.5190981503314465,0.21376475482883084,0
-2.951594332592327,1.7177270750178355,3.5539792331276265,0.8783687621375709,0
-2.286354163939481,-1.6898148482864408,4.591591093872114,3.7441037938782626,1
-3.218301095131568,0.6088345278189795,3.059620585752108,-5.989360412050753,0
-2.143537277989062,0.3840224620703663,2.754565423156744,4.867892871409825,0
-4.154242474843941,0.808159759445715,1.365788578961979,1.0172265342755171,0
-4.460386208624903,0.43868050064415565,5.468390001755174,-0.4064383767699482,0
-1.4479399351152433,1.5375684862675625,-1.3300162986304302,-4.633274815590679,0
-3.4248653321524047,2.2193749659641715,-2.0161594071361826,5.713523801708944,0
-3.220088300111294,-1.0115998857744242,3.184017311283239,4.785812812088447,0
-4.158577193022158,0.03883829349269563,-3.9467773460191453,0.276474505163395,0
-2.979460133149494,-0.9241847229671443,-5.712625650612805,-0.2324687655019142,0
-2.082924138039817,0.3296227613670233,-0.05643764874455304,-4.889707550188022,0
-2.2003380041186826,-1.241449303840664,3.3259326207468627,4.731487613643618,0
-3.4521927830659864,1.9606261877804276,6.058525539792927,5.689669107565847,0
-1.9189208224976633,0.7528787250420161,-2.4559004274610268,0.6644020710496363,0
-3.4425279875694494,-1.4879267686578563,1.4664576092110018,0.5320968929156944,0
-3.0831680649543025,-0.6905435144484748,-4.266480966222839,4.42028046190267,0
-2.055356564139214,-0.9321431683665957,-2.561827241850077,-1.6170668781712392,0
-1.7545972127029725,-1.0902992156469735,3.4207535251925743,-3.682422094423762,1
-3.5522912734136645,1.002323454514261,4.9752933552407965,-5.019030690638395,0
-1.4543345475593177,-1.9634965871382568,-4.025579571333141,-1.0855867827467787,0
-2.8408431532887213,1.339616703664809,2.6406797287799906,4.412763196491681,0
-2.3144323402770004,0.8554573320137764,0.3874809522549496,-3.1600155674474175,1
-4.08632823720086,2.1350664841614555,5.526638775742385,4.873139687286083,0
-1.4529327227344968,-1.125321790267154,-0.11796458117088893,0.37360556725217453,0
-4.42214553116911,-1.4962171120802126,-4.625159298875633,-4.701662007971188,0
-4.095881356525847,-2.158469251351333,5.692261392809173,-4.225474415961019,0
-4.96341828739352,0.5465086667924175,-3.1000013470498846,-5.902514490759595,0
-3.750636640271183,1.6584433855242917,-2.241545626981914,1.3581029016472703,0
-3.1225364544357608,-1.278719643675472,0.400489307306616,-3.928278855631311,0
-1.2323773600568297,-1.2095281464832988,3.034679787107833,-0.3923832295047571,0
-3.7923816098619194,-0.7283249411904791,-1.9921784336855008,-5.650659977406512,0
-1.195330815828342,-1.743611254385641,1.5412218370518946,3.1505326243954377,1
-2.1100619898419346,-0.6286354114297847,5.322718450130343,-0.7788505873201199,0
-4.381246288061089,-0.11685380413897128,6.196708340044396,-2.751941392290212,1
-4.170156887878749,0.7307959554455459,-4.659382481793556,-4.366776520420849,0
-4.909531986591526,-0.2563548900886339,5.298466773946738,-2.2713944277226403,0
-2.118071614915343,-0.4187790026346754,2.0089883421837422,1.252173680352839,0
-4.228629073246811,1.0105825639364485,-1.9755166469977548,-4.053922104309137,0
-2.946728015759957,-0.04807600560699754,-5.774413026354558,-0.632613433411132,0
-1.1950067797919335,1.5131536015197415,6.177104919210211,0.39455747366138194,0
-2.4017629924856103,0.49331692273453553,5.621047131804864,-1.6788262637299045,0
-2.58419848922512,-2.0864555408380974,0.7764457615912717,2.760468639870621,1
-4.898647539691751,0.12025836625616204,-1.0135795916267032,1.8472217846801646,0
-1.2957268470238157,-1.3590928175769577,-0.7529706405865824,-4.699863849997698,0
-4.074309829610832,-1.5330245541318903,1.953302793588736,2.046146010478796,0
-4.052921883380281,2.2157360191282494,-3.7955083184244867,3.4935818671527956,1
-4.420579455096484,2.133317735475179,2.108185435130708,-4.655203188564073,0
-2.7260523162446098,-1.6676490817081993,-2.7189791715136815,2.1946910347069304,0
-2.76547992974694,0.23004375565091717,0.5285126789810333,2.5294722316175102,0
-4.380274346419006,-1.4868446818469119,-3.0758569462960987,1.5760056508390399,0
-1.1846218469146543,0.06792318304394929,-1.260067742344721,2.3289721727583386,0
-3.9236985665015722,0.02470819048350892,4.711351623330747,1.3844567020815681,0
-3.1749319716626423,0.0360078421160579,4.446043764409198,-2.2329711367838954,1
-3.025499599964177,-1.5384718066295817,1.6604634014426711,-2.08356248699803,0
-4.355485610677557,0.3702331898879536,5.323863713701239,4.312135445170456,0
-1.1373047972719008,-0.37120365073843864,3.3242203907387156,3.298131555050767,1
-1.119126673793272,-0.915443269269137,-3.2627579715685204,1.818929081152688,0
-3.6376851427529986,-0.5888683225991915,1.079674858646448,-1.1306212038934573,0
-2.1711043623082644,0.6447597611304863,4.528758186337362,-4.173694032847071,0
-2.7061476825596165,-0.8973845410858321,3.736736096150252,4.260023759903116,0
-1.59379161426962,-0.2079458052974268,-4.826755658593566,-1.380813867633993,0
-2.932117272407649,1.4987760881009704,-4.346217402825012,-0.9696278232122735,0
-1.8996544357001097,1.9379691818176883,6.039113587894911,-5.4053136044120835,0
-2.544047656333059,1.1894703128452213,-2.8808601674779926,4.833704187399889,0
-2.454273844618232,-0.8431175564085571,4.1765678186455295,-4.064963867098568,0
-2.751573869358217,-2.014279297865698,0.009622832448295426,2.338206220126289,0
-1.2067925608112962,2.1171202678424215,6.2727391798558,0.20673009710364987,0
-4.164408863169482,-0.08766840873366455,5.986900822400361,-2.281820571379505,0
-4.860603508907224,-2.0230127576899632,-5.6341754187649675,2.163641256166467,0
-2.4591486152103847,0.28893522717520836,4.1714281455417455,4.034658679668939,1
-3.6906661505920444,1.4910995082894836,3.1251889926182086,3.785451289064601,1
-1.3018422555464673,-0.9758507976619921,-4.472506777253308,4.76110387251654,0
-3.0850682216396037,-1.2387111963135928,0.42503056672094175,-5.431967888846067,0
-3.717927008035736,0.40638514791628344,-0.7998627542400554,3.4492759490304072,1
-0.8907284037662171,1.9533396101261222,4.058479106747302,-4.169909341861938,0
-2.3430552496779224,1.0426806128888768,4.0584451009731906,0.4891085842781875,0
-4.5689192235030855,-0.7327128228054334,-1.325312134689245,2.9867373046960433,1
-1.5439824439706809,-1.992199499519113,0.05248327114862228,3.143340808629808,1
-4.280602133294795,-2.1803749638412935,-3.5269834410283782,-3.6627554715762116,1
-2.304685289430359,-0.4980147938300179,-5.200061682606529,-4.065780455322045,0
-4.865274049540593,1.6291166361783236,-1.2747568091638923,6.159279024447659,0
-1.299175560237222,0.3310648668774432,-0.6439573895522921,-1.3449477006847514,0
-4.5763055768270435,0.7838325850326155,4.683108522203685,-3.8647034713187294,0
-3.21607644075889,-0.6766139430911986,-2.6491102146243124,2.9481476426040834,1
-4.00405194936421,-1.4383772015327239,4.1265493759751495,2.6442916130880336,0
-4.373887119580538,-2.1121481799019177,1.2755741628475574,-0.17342753018421941,0
-4.78607128927533,-1.8758504657810002,3.2393536032847274,4.102240247303601,0
-1.011657026435782,1.827198055286686,-2.880048675621456,0.2752959928618237,0
-3.504283806489153,-2.0319387650253886,2.2187539243210486,-5.450045110852401,0
-4.661312774085577,0.27966979151750904,4.95506441134789,1.8374119861507028,0
-3.0571567301758105,-0.2444431966776306,-0.37735338999100954,-0.30028753611602177,0
-4.276952927234227,-1.1566751113055913,-3.5773608706632953,1.0772878439433136,0
-3.3734939342479837,-0.4091108854328671,-3.5910008459307945,-5.034588449278893,0
-4.314429514794874,-1.7233252668234134,-4.067702962386116,-4.588268166962758,0
-4.50716316133267,-0.9030534746648076,-1.7488708973307352,-5.585803656664581,0
-3.140950367618133,0.6871971531409105,1.3876924458128643,-3.700297861234572,1
-4.658900168441097,1.433313434326383,-5.026121921859516,-4.93101886901547,0
-4.000586736938457,1.3544763583096842,-4.748069809527137,4.425921913204145,0
-2.5414162648571246,-0.3300858587919975,0.32732021768842223,6.238265776680568,0
-2.3347743782498562,0.38666408953854425,-2.21135543814329,5.634987463830771,0
-3.5324750662952695,-1.9794623689021935,-4.140514607649004,6.011644847389513,0
-1.2056831951660016,-0.03177313140545035,5.914312190534468,-1.4980015431126583,0
-1.5948017482632948,1.6005622052409056,-4.671659211519796,-2.247164532267103,0
-2.6464054712562164,0.9816554033928826,4.598776255517612,1.121999446561099,0
-1.03329821020706,-0.861550993644675,-0.8601213136868262,1.6723537277375504,0
-4.248322153273473,-1.7030063273095166,-1.3628607370948682,-2.1444635074520146,0
-3.7926778842777633,0.49000942006945225,-0.47956703219116203,1.9939428272977642,0
-1.436002120531259,0.7539510325534104,-1.9376210796213345,-1.52487458824978,0
-0.8898883733446512,-1.1322867126479441,2.8023093549460496,-1.3929453032826746,0
-2.745331222656579,0.5117063161566286,3.2095766534662458,-3.046775128942135,1
-5.043591472137769,0.5951119136459022,1.223275285167439,2.121982596934239,0
-4.315302278441563,-0.9539116719735297,-1.3503917376323065,5.3241890308506,0
-3.6237168413132848,0.6215307858265575,-5.795912488497647,2.2660601992142206,0
-4.9257669347680135,1.8579460847385172,3.057857112953159,4.4229454335889224,0
-4.728704770151509,0.603747054614213,-6.211257753037079,3.6003203889196067,0
-4.4793137607648905,-1.5522704642969143,-1.5943590202708542,0.8173785575216614,0
-3.238490612252965,-0.6797008446109056,3.45284326646948,-0.042823585690703325,0
-4.048800753803922,-1.4884618522280981,5.82256369751025,4.466865048582188,0
-2.14699626762609,0.7437287256105303,4.749531653673549,-1.576732958201342,0
-3.6545842871757888,-2.0121668971290987,-0.22904979489112431,0.8087720653112829,0
-3.8308957805389734,-1.8924878234331146,-0.9422589160337669,-1.6329963398391962,0
-2.2695308102904734,-1.2986050577231287,3.702067013724702,4.241723738829237,0
-2.3052599272334446,0.6778283790727753,4.701638259565255,-5.97893233456888,0
-2.568780120423523,-0.3576509182407155,2.387992225905454,-4.227800246122852,0
-2.3610488975370267,-1.8577935093961087,1.4910576138107041,-5.776406675997935,0
-1.3433780516585263,2.007737618672039,-3.588060380141368,-4.526326903510244,0
-1.5820993157419,-0.8039433362959723,-5.064064524729559,5.618336634363833,0
-4.967391552459157,0.44088421273925693,5.958679066247114,-5.265964883165597,0
-4.011165722073761,0.9900322618575919,1.6859844906221078,-0.8914319157508963,0
-4.166052613603236,0.8800941420406287,0.4345854361932977,6.198900039642804,0
-4.086003281347708,1.2442870779326682,2.584810365586372,-2.489833274286549,0
-3.1631385483623036,1.9120436187069667,5.474578721259172,4.238695341974478,0
-0.945154887901059,-0.14972856196096362,4.203928263946314,-4.323683652559283,0
-3.771260005282455,-0.759753200563001,0.8471483061795011,-1.2907497335013298,0
-2.20319113286012,-1.3099929130987844,5.887529156301681,-2.3781834353816005,0
-2.750712262352347,1.024380502762158,5.832527327836975,-5.0957671681906325,0
-4.134707463440005,1.4167053135100498,4.145040890237394,5.977273107020777,0
-3.6905763780310448,-1.3651181567665445,-4.6856931747060475,3.715104378497144,0
-4.962903113952225,2.0435832026348995,5.010454998585652,5.925855962202694,0
-3.463215242864248,-0.0360539228957899,-0.5475675447528223,-1.4275512972768363,0
-1.1398636443954873,0.6559299487292836,-5.152699365244987,-5.307402769128896,0
-1.1595212449717613,0.4570816674287572,5.409397176120433,1.4094958679400431,0
-2.3040891388201628,-0.3122915098931647,-3.694903399756625,5.975244466334137,0
