tau_m_n,tau_m_max,omega_n,eta_m,P_n,N,eta_t,phi_b,l1,l2,kp,kd,accuracy,reach,weight,stabilisation_time
0.8082053721235054,1.9049561432304498,1390.538724789059,0.7867302649485322,747.2271050492996,90.32101517037148,0.9430308692716022,0.6089218185949241,0.4272378245219251,0.37376848267859203,166.25991939830533,22.69596457740662,0.0004853890930207159,0.8010063072005171,23.01006307200517,0.81
0.8336186791539401,2.444104167788855,1382.1731201346154,0.28749207389911346,795.7946651923625,160.36360297177717,0.9139025031171336,4.438914276754015,0.4131695654130537,0.30628124350099883,179.3032940855745,24.30203872511153,9.919592246876441e-05,0.7194508089140526,22.194508089140527,0.546
0.7180636892926342,1.341348535194029,1489.1777577099076,0.8748361775463894,818.8070573616135,185.86734016430285,0.9961786066996472,1.6614476797138467,0.44718951826072595,0.345868546889558,172.93722599559072,23.06507937954823,8.719487338904042e-05,0.7930580651502839,22.930580651502837,0.5730000000000001
0.7057599567554924,1.792514439094357,1276.3864499206688,0.3025820986816984,930.3195792413369,131.49451769683185,0.9875743015809224,1.3826758776949521,0.42644348066805887,0.3898224364503547,173.1959418381755,22.1265191633329,0.007045213886046324,0.8162659171184136,23.162659171184135,0.911
0.8582490695787632,1.5353785919296958,1160.2570299969864,0.8942717211384783,841.0219643295919,186.52245912705843,0.914600862554767,2.5673977429221972,0.40080191585808456,0.34712285542639887,180.43017399332084,23.958710553379557,0.00011471480593638894,0.7479247712844834,22.479247712844835,0.58
0.7734413428659335,1.7430557471618666,1144.0455968529016,0.7777203464910349,741.6940670914671,167.4533574792314,0.9715422376589105,0.3125951068870614,0.4262278737336136,0.34865140589889987,175.03888308267628,21.11322325967256,0.00023561456373555334,0.7748792796325135,22.748792796325134,0.739
0.7574619329860458,1.1811279359990114,1168.0319967841249,0.40295655404948544,716.3938370299227,60.76888940905952,0.9828437882109922,1.2663256685039999,0.4347688525321349,0.3361777208709901,166.02441133414484,21.760029862251873,0.0003292721148016888,0.770946573403125,22.709465734031248,0.494
0.7735330138661114,1.5030416402712816,1226.558006069101,0.5658670737898982,681.3687108956096,76.31127880701231,0.9979697443228144,1.1600098500996503,0.3628370583291589,0.37184566121111834,169.61409645193095,23.49899647696302,0.0002334191123944951,0.7346827195402772,22.346827195402774,0.893
0.8128823683509604,1.1685354851776957,1106.5505512644502,0.30802855488782943,775.8162789214074,131.71516151131078,0.9429182714097676,4.992344915389082,0.45433443994229183,0.3712588259556999,177.68589042111142,23.433169153845544,0.0024775442303549846,0.8255932658979918,23.255932658979916,0.9390000000000001
0.8158576141952233,1.4092467287569823,1378.792070392212,0.7344166851570435,987.412604803044,187.14123072322045,0.953313907063649,1.452709536645422,0.4380053619066329,0.37949933015967036,170.16003704183913,21.259376043719694,0.00023977288913351635,0.8175046920663033,23.175046920663032,0.764
0.8228027418389436,1.6198967511510114,1436.7107733457951,0.9174716707240169,687.2762045952671,184.1267058568883,0.9335899667283288,3.633614591091991,0.4071854681470335,0.3383637463691433,181.32438590699857,23.998282577385556,9.161101911203673e-05,0.7455492145161768,22.45549214516177,0.538
0.8005502845820269,2.274267239878201,1487.605672517032,0.9836606404362163,808.6786256508402,110.87274730430835,0.9835619292608743,4.533064233521433,0.4189544829554025,0.38251362457483384,169.5287812274682,23.9385098073302,0.00015589384065819328,0.8014681075302363,23.014681075302363,0.608
0.7618412857501218,2.023228289174526,1385.2054767095826,0.9121064779313736,903.2022675593603,145.56976928486478,0.9743672167373804,3.3244006017945344,0.41092308697521257,0.3538888313122736,167.88121422501456,24.668297046296715,0.00011685168000333891,0.7648119182874862,22.64811918287486,0.647
0.869045535208676,1.003783540602667,1438.0210378295487,0.5674077207656113,756.431965559804,53.48571129877844,0.9694667522361086,2.4887577372449754,0.40518369003973626,0.319721275465839,171.20877852869015,21.70952090202771,0.0029476410305893652,0.7249049655055753,22.249049655055753,0.88
0.70193757594717,1.5794152446498304,1459.844932223836,0.555501180051302,931.1815507211638,72.58286351730337,0.975413602800921,2.8040134795976983,0.3630890683099263,0.32494841118002055,193.34973175674776,23.855322734933893,0.0019291589394214229,0.6880374794899469,21.880374794899467,0.8140000000000001
0.7449114292434958,2.353788907924545,1269.0161886151088,0.7166150805563015,664.1787136223294,166.8834084393299,0.927919814982548,2.5196988933206876,0.4541592041696585,0.3373423612998877,193.38037369991912,22.789719482974952,0.00222054323943034,0.7915015654695462,22.915015654695463,0.707
0.9000822937918903,1.5413336498346988,1445.8716846577508,0.5490753421093896,810.423334198691,155.90026318392273,0.9853239923493121,3.45557480938934,0.3944440696563566,0.3699253428073305,189.71284098233502,23.25084909810042,7.179496772225222e-05,0.7643694124636871,22.64369412463687,0.684
0.8325851099719628,2.0201701041644364,1463.8714523028825,0.9643703598081315,833.3698766255128,145.35961507713367,0.9307961062696575,2.0354072248676625,0.37453211692387284,0.3268566696198565,176.2732158350538,21.627641584145362,0.00023397359756524306,0.7013887865437294,22.013887865437294,0.7010000000000001
0.8831911365820557,2.4879443465980886,1390.6059713411855,0.8093313831854142,890.5271475239668,152.09032888509483,0.9904119130990816,3.911815545256934,0.4246095001080213,0.3443564869677312,177.12825013132442,23.381605740286535,7.40928225512194e-05,0.7689659870757525,22.689659870757524,0.542
0.8311018149269584,1.4266248346198962,1343.162835294333,0.5463353433301701,836.1173978393405,89.43237577795017,0.9902416074170762,3.053626302232033,0.4479988465673381,0.3125977740979141,192.71130877007835,21.118558729553822,0.0028335998286562825,0.7605966206652522,22.60596620665252,0.762
0.8409765551778053,1.2931703889120538,1393.0131813095825,0.9676402454106052,982.8411162615785,164.94120721354886,0.9860009917870016,4.264058258667029,0.4056281591988052,0.3579430994756682,192.97835013272305,21.166032655449218,0.00033194844687165685,0.7635712586744734,22.635712586744734,0.718
0.8133456524061883,2.5450455053977494,1238.462706429167,0.6573205928233354,715.2472177070513,137.69185268206473,0.9855269027492748,0.34712914078758206,0.4158282949333642,0.30765065664880187,184.09652603350258,21.596697154065115,0.0005340133484910502,0.723478951582166,22.23478951582166,0.6880000000000001
0.9171668048365473,1.080709541819598,1303.0995639492571,0.7568561680435993,847.9087619587928,107.97397734498787,0.9859334431563234,1.1856730418783346,0.3848687916767501,0.3716260760266107,183.2693683633035,22.519136367698266,0.00011625225457392438,0.7564948677033607,22.564948677033605,0.75
0.7099597006811881,2.133336267386537,1154.7301771344266,0.8127030930131797,856.8548438325325,74.04519251247538,0.936684583074882,4.896380594456268,0.38331079387433104,0.3389753229664553,176.39015963721997,22.407856811191838,0.000945899419733333,0.7222861168407864,22.222861168407864,0.772
0.760285949321,1.7249009637004329,1449.984597496647,0.25818774292879776,685.7791608777508,69.35258683089859,0.9145957879243322,3.7764510616401332,0.43141697773427096,0.3203287111500578,168.4048275091026,21.327746503410566,0.0027605381614756674,0.7517456888843288,22.517456888843288,0.98
0.8767918475848971,1.0595189271537488,1179.6660430248921,0.4465449870631509,818.9599693452917,199.99761290018284,0.9320694997617752,1.0623413030521163,0.41811514247073334,0.32720545261773504,161.00161491164906,24.194171551581267,0.00024742894747802925,0.7453205950884684,22.453205950884684,0.6910000000000001
0.9049831283758363,1.6261634357088814,1351.211373532954,0.6493098372294632,936.2142123699764,79.77443445553243,0.9562155246495297,3.6588785179556877,0.3860080258608458,0.3537908770835048,168.37554808612958,23.301464972329136,0.0003816469218983624,0.7397989029443506,22.397989029443508,0.839
0.7166660399221836,2.272651714202289,1167.8225584215393,0.6760755195717894,969.4607145099251,66.63103457863072,0.9510867747401073,2.16238416145357,0.40342443086026347,0.3813928691016051,174.44543124902108,22.590165558361107,0.0020435239399552688,0.7848172999618686,22.848172999618686,0.833
0.7608969795288945,2.083171882129424,1310.249701067351,0.342424882764724,685.5701265892268,148.92996714876324,0.9930984750679691,1.3799151322909369,0.3991285728709747,0.2977786902427199,162.05735840712174,22.158575776436347,7.879194627049252e-05,0.6969072631136946,21.969072631136946,0.562
0.7678788217039193,1.4118800167353613,1217.0870479117345,0.3660930602694241,875.5113935576018,189.57446669409362,0.9925908059942293,2.8659483548262403,0.4001693204758425,0.31873831868121283,178.25896720234246,21.084554895800576,0.0002655885360064028,0.7189076391570554,22.189076391570552,0.748
0.8166769719602572,2.473433178304429,1378.8526771883228,0.7001526766109112,926.9552114798901,103.72582011163873,0.9218744517723285,3.7243803561075355,0.44853707137810583,0.3793689085583697,192.3841687548977,22.101783905166425,0.0018984024326231116,0.8279059799364755,23.279059799364756,0.738
0.8588799811730952,1.9339779770080299,1170.475191826949,0.8390689685255379,921.8964259730028,117.35889321456429,0.9625577583770774,4.294050107272519,0.45836298335760495,0.31723309452892584,194.2964605120007,24.02445571026662,0.0002004719195829333,0.7755960778865307,22.755960778865308,0.715
0.7094451093909516,1.412464938175157,1461.4760343406579,0.25903380268033066,747.1603226684852,137.26610191519575,0.9798507005609138,4.475180413599757,0.43048846007921576,0.36259960120567936,170.86596984155094,23.920704262833578,0.00021519906890768293,0.7930880612848952,22.930880612848952,0.632
0.8968319629684331,1.6670225445899036,1118.8486814631124,0.8829640577165815,838.4352489323906,165.67877415828627,0.9759948899662045,3.653697068282322,0.39445867046330174,0.3172111945615808,169.58488136498713,21.58700585804906,8.031607129900943e-05,0.7116698650248825,22.116698650248825,0.735
0.8528972400937207,1.5076257708062277,1321.7688167095585,0.9703997348216638,725.5341423070722,153.3458251352178,0.9223247730282046,2.793423639137571,0.44230426469223033,0.316778241797878,187.0608010801825,21.106819110868543,0.0005591719558759672,0.7590825064901083,22.590825064901082,0.733
0.8913173316144648,2.0147741979529084,1347.1945511424474,0.6350065726162317,714.9078874180175,183.74907263495754,0.97587133265598,1.094383987254179,0.4287212331317919,0.2999392559637403,165.44607166442128,24.700777608144538,4.268272995401533e-05,0.7286604890955322,22.28660489095532,0.649
0.8885695486185109,2.0721804897756755,1468.893946909774,0.29591780211517377,818.7695615696106,85.90851778092835,0.9860524532843504,1.9056802996360844,0.43344431133021977,0.37873241847582045,184.76325844530191,21.91516053962194,0.01027410120454409,0.8121767298060403,23.121767298060405,0.887
0.8900519117697503,2.40205774026402,1364.0631376711408,0.8516120116643994,922.6226220733653,133.71998446032634,0.9193781784848777,3.5840110250540476,0.4536340199435347,0.3287811823523605,192.00236967725812,24.5385290938962,0.00013665191224435227,0.7824152022958952,22.824152022958952,0.436
0.8782950640241802,1.5026508166903434,1398.1120357208931,0.45709745801260676,671.6746572178955,50.641728855969845,0.9878665072872249,2.298712103077551,0.4202383929763443,0.3156718359953549,171.6584480346226,21.669804804143418,0.0033476193608661356,0.7359102289716992,22.359102289716994,0.902
0.7962513421395659,1.021397094601467,1121.7884454779457,0.9514408179164623,690.6814914658615,73.59716180163367,0.9576881892694984,3.8832747472025475,0.3993783911018972,0.3684199317186652,191.98643089439787,21.175388295634665,0.004715122747257544,0.7677983228205625,22.677983228205626,0.437
0.719017354902654,1.2209472115728537,1121.4065448654344,0.5371927608957945,715.30279665571,149.3853023333292,0.9515612053579519,4.217042659378886,0.3750824654675442,0.3409490088557857,192.77591153122665,23.89167912560958,7.080858373853527e-05,0.7160314743233299,22.1603147432333,0.709
0.8485358795359778,1.2393447190922386,1259.787213337071,0.2673673423210325,788.1066836830462,63.58726998106404,0.961544808287969,2.369133871325229,0.39564292440187,0.3258239132491066,184.8860345511619,23.732122971794027,0.0014433296174709593,0.7214668376509765,22.214668376509763,0.977
0.9064041738304592,2.1097923189840513,1256.914977181842,0.4142365254197594,735.5078332195669,133.379135881866,0.9411590107140494,3.0901857969428974,0.3993184501942625,0.3270605058156192,179.94464466955588,21.477158358176183,0.0003176344040014062,0.7263789560098817,22.263789560098814,0.721
0.8117426374557087,1.4590087776266163,1367.8846041285497,0.6287697790063262,652.6490830001889,67.95629866037953,0.9889375225230878,0.9256901852495292,0.43298050985689857,0.389277867323525,193.57529221136303,24.510885287380795,0.00031876322671906796,0.8222583771804235,23.222583771804235,0.856
0.7689332991649536,1.073315774744463,1180.364810012834,0.5015808706497554,691.0029181336738,73.11173254245267,0.9156309770667292,3.7719655198131563,0.426021307932547,0.33184442076985365,166.87623601506283,21.296502467602693,0.004940152581799377,0.7578657287024007,22.578657287024008,0.889
0.7729790496585462,1.993418944399426,1119.92162555,0.4426970860694328,920.433490451135,190.7108978989797,0.978621658722751,4.092631768987431,0.3610598681477396,0.37171647994484325,177.23473657332838,22.31475079363897,7.755120616081967e-05,0.7327763480925829,22.327763480925828,0.717
0.8564646577278588,1.0478349462249108,1368.2156130717203,0.6840669868994713,827.8599247509094,174.12031286741112,0.9427288774696048,2.659605063295325,0.4304964298992825,0.3131174623031067,188.07167129481576,23.07715495641986,0.00014832889976781465,0.7436138922023892,22.436138922023893,0.733
0.7819220102487389,2.5764974404368344,1176.7442870873642,0.3159556565108759,679.1574283988143,183.04951342039527,0.9563352450707441,3.900977084129331,0.44934798941388926,0.3762823208544336,167.93913662491022,22.49913461500834,0.00016178226957530573,0.8256303102683229,23.25630310268323,0.653
0.7251611004114072,2.575349832948805,1194.0719487241017,0.9708978872495344,871.1282011402726,168.80180578276108,0.9624906550683514,0.3535302664729689,0.41925190432227294,0.3495497544442113,171.06780187468544,24.580859999914914,8.563117316904611e-05,0.7688016587664843,22.688016587664844,0.623
0.839831963423789,2.2052028439895945,1114.9713154118315,0.6520472274804986,830.1819288492379,77.48132053334626,0.9317918371494808,3.973786508050241,0.4615026945235503,0.2993343745808668,193.70556412788108,24.373533344530582,0.0013494046071655748,0.7608370691044171,22.608370691044172,0.803
