tau_m_n,tau_m_max,omega_n,eta_m,P_n,N,eta_t,phi_b,l1,l2,kp,kd,accuracy,reach,robot_weight,pose_stabilisation
0.9821621520215266,3.4288457219762885,924.9793856661014,0.5274882758853984,89.34766560426867,67.75986247680032,0.8460629188131789,16.75433716374082,0.24219856728670444,0.251898309204972,71.71514822708872,30.167202791194352,0.011263889772175741,0.49409687649167644,19.940968764916764,10.0
0.5209369863234604,2.854702858726004,1190.1267695784597,0.37254377511209086,136.9828407510792,106.51010118123146,0.7140360836272315,0.8019001974555184,0.33086359859225467,0.3611254469911861,215.95794862648262,34.247544161929056,0.06775189837740417,0.6919890455834408,21.919890455834405,10.0
0.1892858287092891,2.376564312253392,596.8101493049714,0.9604898467972034,86.94887168420529,171.34544037601233,0.980812842331635,1.6147056000547821,0.42583473396749705,0.535704543370607,228.3354532509828,32.45824058370847,0.024747998678937733,0.9615392773381041,24.61539277338104,10.0
0.43164528128030033,1.1435955440294356,1034.6007512892752,0.9951572475901356,192.1544299346675,56.05988432632448,0.7793477527221161,6.035297333938616,0.5514945767030683,0.12255737285463927,237.36263010675586,17.229117250170543,0.060255739744347836,0.6740519495577076,21.740519495577075,0.632
0.11838687787034892,1.2392973492691968,1334.7076643269359,0.36681825323093453,111.6306490654154,187.36172868180643,0.6755860851619925,7.9446660294564815,0.32250802742699614,0.13155858535193551,150.14823724046846,14.316925076537522,0.0719671264877475,0.4540666127789317,19.540666127789315,10.0
0.19017412818118096,2.144189207361581,1464.3731948914788,0.32071454011600525,174.78757769522446,156.17658416021717,0.8725143843692711,19.517950807357927,0.521077327758436,0.5716911756389265,193.08142592316034,32.16952011746625,0.25107665532748036,1.0927685033973624,25.927685033973624,10.0
0.5461300183869667,3.1739823803194427,1398.9215763205136,0.9788528639850335,143.91928137820437,122.4407584207676,0.592302893426384,7.726829144463636,0.28079951478633136,0.2957534208422157,54.97189827725126,26.65594126980474,0.15616601294868226,0.576552935628547,20.76552935628547,10.0
0.7800899740284394,2.7842915716809045,1430.6844885446205,0.7091657564454643,16.683436615039753,73.62850119762192,0.40436484475975565,19.514720487793213,0.20935211307581744,0.35787783814402563,53.567356795397544,13.27431990297205,0.3779259501331842,0.5672299512198431,20.672299512198432,10.0
0.237124074948161,1.1964705750001605,653.6018325377585,0.29749635902691857,47.07360580754391,135.2854572055603,0.9343365972217313,10.7443776738868,0.41299477834954035,0.20093362580477056,180.38620511599484,36.02471895256974,0.5189499606242163,0.6139284041543109,21.13928404154311,10.0
0.8642726923635321,4.7953724280231365,847.9007757565923,0.3179342939015795,52.92650200418867,115.67623485137558,0.9592702388683549,7.566196447468306,0.485386606832685,0.37023834608537753,112.06693478481489,14.316157989134279,0.013640805498220417,0.8556249529180625,23.556249529180626,10.0
0.6535386931377959,3.691413578739574,934.7597468090462,0.421484201996586,147.1622881074085,75.33095624190722,0.9525022688988449,3.758071580729534,0.15365618141626022,0.34882385118268944,186.14290535990128,21.808913704960847,0.019171509554114355,0.5024800325989497,20.024800325989496,10.0
0.43723082184950063,4.979259571318433,986.2806126705818,0.6084599355548732,90.13555191576664,60.023863205219435,0.694717473362212,4.559355444463648,0.4188044901145249,0.12541673097423858,59.8508239855188,21.20842415378715,0.08190208630880047,0.5442212210887635,20.442212210887636,10.0
0.8968586162191077,2.902244692931739,560.3308185742218,0.8666601595703551,133.15490863675552,167.26355713609178,0.571127397631655,12.758734884932899,0.5281145018983038,0.4155327214359438,205.89550815426577,29.274498279866428,0.16765674573513834,0.9436472233342476,24.436472233342478,10.0
0.6721823344254533,4.8423478500265,870.9123215416691,0.5688113256355984,164.30336262554124,125.86434721141119,0.8024298198367998,9.194189289071842,0.20774757090635024,0.4726019213905054,145.57545480474914,22.50668105784655,0.077663068666716,0.6803494922968556,21.803494922968554,10.0
0.6271981578014244,3.989079200768279,1394.687886867815,0.4544398730619188,31.037609134105328,193.40699892839436,0.36581731601660683,3.9533396450927905,0.24566472677923287,0.36469567701314376,115.67224100093776,26.063043694900095,0.32357950906718624,0.6103604037923767,21.103604037923766,10.0
0.7084493962887924,1.7007222714240147,857.6826315259742,0.6088036945650085,38.010931162261315,91.01445531900087,0.4812499029646332,2.545523966580785,0.37511984595412884,0.45251409826209643,76.42056746030879,28.431392216257592,0.21628734831322483,0.8276339442162253,23.276339442162254,10.0
0.7824289840725273,3.9919605158097875,1315.073096218754,0.5861804748779553,165.90584570157353,86.11296068214043,0.5206079210631365,3.527111528356026,0.3337422697142859,0.29603001120772165,239.20541256346607,17.601500615175617,0.251578487333149,0.6297722809220075,21.297722809220076,10.0
0.3145329253395349,2.091217320583343,630.890330850495,0.5791162763514615,67.56327947908738,105.39092620114529,0.4269979469654145,15.263109796398009,0.5650016736773587,0.3489659263944438,148.43064311508584,27.987803245678368,0.13524437952844723,0.9139676000718024,24.139676000718026,10.0
0.9988308076963249,3.4540659389193284,1389.7794665398687,0.9314561849167315,160.37578268344825,119.13970866096653,0.3108655003179245,0.3161111088026769,0.3386003166414623,0.34715726676730885,202.50642941413045,18.11604822730527,0.29758949191548933,0.6857575834087711,21.85757583408771,10.0
0.5526105406011227,4.346452164130772,608.6571032622624,0.4188832495791591,160.67094600232977,177.17553008354818,0.9961181602156508,17.458240327741684,0.5449495035361656,0.25717397131495245,206.06029878187843,24.381086923736213,0.11066462829258746,0.802123474851118,23.02123474851118,10.0
0.6066930987945229,4.755221416828153,844.6408865116177,0.6677513364110876,66.29692978616217,75.46999606590613,0.3963891473639918,1.1589068907625988,0.5746467615046287,0.3014398042538148,52.46053717772057,23.6295388552524,0.11804408359698806,0.8760865657584435,23.760865657584432,10.0
0.1927292402496743,1.7018489863163513,1311.988201510545,0.448533782964653,183.52418490337539,71.00831070342359,0.7582814608408521,16.28947752061868,0.2176281942078225,0.23810368172828303,106.78168757280778,35.10689738982815,0.25227377045133925,0.45573187593610553,19.557318759361056,10.0
0.43052709285014773,2.7300623729694644,753.0347499296836,0.8318433148278179,156.6513752135395,106.74770213356786,0.8763443433105502,4.261498687980048,0.10215288783383933,0.38558368102787055,89.64084544257958,37.31914681392656,0.01767156790963582,0.4877365688617099,19.877365688617097,10.0
0.2087900756347521,3.0756585699483368,1309.9407364448707,0.3167815038062899,85.09458421418992,162.06137009448295,0.5286574063047712,3.7767284095127795,0.19774791369829367,0.3050243934574971,235.55908603445607,33.163251973131416,0.2547301854509916,0.5027723071557908,20.027723071557908,10.0
0.6426101661494256,3.761607818062006,1482.987171535907,0.5588825802257303,86.63733661733438,188.50204515887185,0.43440669025379397,14.596304926057332,0.4772865691090673,0.14889399872272155,196.9242183870323,15.791244726067124,0.3121005242073447,0.6261805678317889,21.261805678317888,10.0
0.18618989752968318,2.855312441851505,789.4297075080649,0.8470453357194032,182.44492936419167,170.40809079325484,0.4495231544662489,5.482687873772168,0.22736417505873371,0.16751904802811804,68.34420116483962,15.50599686640957,0.25033804430722606,0.39488322308685175,18.94883223086852,10.0
0.22546478507132786,4.386684202032974,899.1953026577905,0.27633760833224996,40.768898347429925,145.8875510534255,0.837178955628793,4.218687769774259,0.5586977946330711,0.5254985600260822,179.84663104906178,38.21783229086555,0.22972889294125096,1.0841963546591533,25.841963546591533,10.0
0.05148545266140765,4.469694157930334,805.8002287385674,0.7141872858801444,154.3937079031387,69.24398877666803,0.8356287658892859,18.770229179221317,0.46418748287320455,0.3206113742402791,176.9258234836526,22.354326897567105,0.19109485902354495,0.7847988571134836,22.847988571134835,10.0
0.7450261568889374,4.282023775434416,1249.352861699006,0.4658911570361155,32.39034117210791,85.75077940430901,0.627156202735265,10.105538445861917,0.3913221746572688,0.29755091877394546,190.4004362220743,29.4384544660363,0.14761865065675261,0.6888730934312143,21.888730934312143,10.0
0.2474783284259918,3.946092870807552,1177.9718525450446,0.6423178744594862,45.82074443609044,169.28483878740644,0.9704697142216245,14.43672664467227,0.558929998312867,0.5920926324739999,234.21143945903833,25.108987755492976,0.09061219728279435,1.151022630786867,26.51022630786867,10.0
0.4744588049004399,4.94651498745292,593.8078240077249,0.5592811857229185,176.35241846017487,92.60769657897731,0.8408446379791545,7.6556632556051145,0.5899892699450792,0.5417649182118538,116.82600810030917,15.189833355747814,0.07800976034895435,1.131754188156933,26.31754188156933,10.0
0.33751968728943543,3.4254513608621404,1158.4807683932918,0.8721965568142787,14.645659767582828,83.02368367284495,0.7839383579414341,11.270464739390746,0.3478025391005716,0.12760497835399023,241.68583618019449,39.863934177509115,0.02808703331603335,0.4754075174545618,19.75407517454562,10.0
0.03186194419899615,2.5857449414592484,1445.1482876707728,0.28816055090876097,152.44409269848097,88.64189242730546,0.8999566241152543,14.921359579187301,0.5428525854291815,0.207962395215633,83.18137357530674,35.08912871650713,0.3348589444844301,0.7508149806448144,22.508149806448145,10.0
0.246454043251986,1.9229852210688678,527.182133497585,0.9688864704815893,144.90320721037844,145.33405310152773,0.8079960420212432,10.632258373908787,0.3380669105452052,0.32476612056176046,143.86538683808027,14.520189214397206,0.02515956117117235,0.6628330311069657,21.628330311069657,10.0
0.8881706363198548,4.2470094848770605,849.5636114520339,0.6839569726093933,36.79518699050278,195.8519371900397,0.9271695157227127,18.43795012998401,0.2660815238517258,0.18456735369142788,218.71767695250824,29.127661014353773,0.6112324644416548,0.45064887754315364,19.506488775431535,10.0
0.12099051947128296,1.2852181367393816,1489.8230692048735,0.3055432625268052,35.18299538076859,174.08818933861045,0.6851801625572074,15.488344091386647,0.41545600388632753,0.541087535164474,220.40310337623382,25.143744487104943,0.30500684087063434,0.9565435390508016,24.565435390508014,10.0
0.7130369440675384,2.789571007168438,846.0638229047347,0.6007393393376593,42.24567996872653,169.4857594704037,0.44552783600195844,3.0706309267409493,0.2231761208916134,0.5210350758861199,85.5013164873935,20.16566906828815,0.24952652513295304,0.7442111967777333,22.442111967777333,10.0
0.8565532210250836,1.3109786677001685,1265.0244051780428,0.4807490997842725,51.15824919496811,153.33521786794583,0.9323474670499253,5.9003841742479075,0.38441690269215956,0.24491705692474577,246.3611895085071,28.61073128974132,0.009151335031085962,0.6293339596169053,21.293339596169055,10.0
0.6107250534013896,3.4941854785709836,635.0797922175241,0.7701553521900397,138.20256771224243,152.38821833253246,0.3055529145540298,8.936776848283053,0.30451756602286484,0.14335574182159957,160.62076048225504,29.6230722844707,0.3053626359177719,0.44787330784446444,19.478733078444645,10.0
0.7431634035482242,1.9482483079386528,1329.7499101249114,0.6593487143045975,154.48012018507734,120.88339750052856,0.6243956690666675,12.394387787592805,0.5639853040829121,0.34590629070645496,247.10803389898524,23.949203685809593,0.1538526063580582,0.9098915947893671,24.098915947893673,10.0
0.7377776221604281,1.2874013419449373,1015.6874385219721,0.6111936919045327,185.12014700513836,124.02598706545116,0.6012404010207483,19.24399977069404,0.32528823180044075,0.19044221516104518,59.73969446277025,13.278468733436739,0.1467551109611963,0.515730446961486,20.15730446961486,10.0
0.0015675611296855053,2.7277826440019277,1269.2425812982215,0.8000998320998769,16.108326682541538,135.49743553910494,0.365712344060107,18.821525695293946,0.18368249982208965,0.41331960884874075,50.90002498793182,25.438880263490496,0.28534579649507985,0.5970021086708304,20.970021086708304,10.0
0.41284633786761105,4.038572209225579,730.6791253278578,0.9293438896856951,105.0398333695369,163.4139721569279,0.8872976435509203,19.9765722190961,0.21197283279697912,0.24344620678172743,168.0640501766298,21.90820203243502,0.9514760861509257,0.45541903957870655,19.554190395787067,10.0
0.5828622967978381,4.974090092583372,1490.2780870927545,0.6450799235217308,131.41516995028803,178.9955815552409,0.9497000938401289,4.077212546590879,0.3642708644712265,0.5164185273307561,77.36425560592525,27.24615788869101,0.04625403468569128,0.8806893918019826,23.806893918019824,10.0
0.985635480410496,4.9401867868834834,1406.1068107651818,0.8488362586210432,61.13479513733309,98.12751111007812,0.660462130903656,11.215547491240244,0.35275140967853347,0.4183351399581531,53.53375619998244,23.598397495004903,0.1350118796452976,0.7710865496366865,22.710865496366864,10.0
0.33421637655187697,2.32270798778541,627.225961891828,0.3915341575216894,171.59896699505796,116.94235078706623,0.42090083991462535,15.186822000447748,0.3769905629084297,0.11057800571164675,231.8129628845897,25.886261658552172,3.130437564994625,0.48756856862007647,19.875685686200764,10.0
0.6562169881218578,2.1001241625210114,564.9467792099437,0.2912012418982519,120.52818661215584,53.25851835561345,0.8865940848520666,3.1079423851455124,0.4032831675977149,0.3223440140053728,208.3948850282748,33.51472328127141,0.6872554313890459,0.7256271816030877,22.256271816030875,10.0
0.8029494979620034,4.57220993901301,511.01666738422847,0.3839531317728383,181.741795871141,132.42404192000873,0.36252968368615757,4.055809052183177,0.4299931221185571,0.46240841112343656,180.58442531279968,38.660482845634334,0.13421156345146312,0.8924015332419937,23.924015332419938,10.0
0.49456954005811526,2.2010876485701067,977.2329099757965,0.5197497202499582,52.6390196081904,56.89448740102101,0.5141593701738432,14.228186954194847,0.10921890143759691,0.31958925660296733,112.51398980571679,11.528814477246582,0.4224573544553809,0.42880815804056427,19.288081580405642,10.0
0.7768717874528271,4.24207886263919,1211.7058209193879,0.32709827210856207,100.25426436082853,140.51089362314127,0.4341745291070887,0.8510363529355303,0.21179516043802346,0.3274472008663194,222.5529127481756,10.036991875357245,0.2921958005616787,0.5392423613043429,20.392423613043427,10.0
0.8245911271408093,4.702746674946898,701.3483190527152,0.9471796866754163,13.393582243284357,188.7443709060418,0.9639465925606809,0.24103726031850403,0.48150964838837407,0.5851007862849217,186.6516715317626,16.847586263902617,0.02373052232285844,1.0666104346732959,25.666104346732958,10.0
0.5507731821919417,1.312624559541553,1349.789197805036,0.7103711918567587,126.79998139577492,112.58804147880292,0.6788814823908318,3.0715955817222906,0.4698850132830752,0.13750865367577117,87.66439496227036,10.938505387049336,0.10451195246489509,0.6073936669588463,21.073936669588463,10.0
0.4729962088869237,3.0393214642281974,812.2142729220782,0.9770939377941907,149.29365016631363,105.34828299505175,0.3811055396747538,4.391591844041827,0.331961143055025,0.571284200157169,204.5874776270568,35.66474625371757,0.11313030700958226,0.903245343212194,24.03245343212194,10.0
0.8597015722854792,2.5128020920387244,1351.7221827525186,0.4312746984858482,127.54551626790034,189.00057321219228,0.4434205068608456,13.858531811717098,0.5936563099785719,0.17529914362150176,93.27113904508029,22.420782813677093,0.2934876268357969,0.7689554536000737,22.689554536000735,10.0
0.3403962118012813,1.2849779094663645,975.3056178836041,0.8153280097329668,64.17325607888586,100.25703162577021,0.8842745504852291,10.401438245229762,0.521365984403236,0.3231947460718547,228.0038914235391,27.814916440853427,0.08762863151626316,0.8445607304750907,23.445607304750908,10.0
0.11678296645393017,4.540371952907202,989.2651908307978,0.35622922597967877,39.011125429869935,153.13009026648078,0.28552938004711736,5.7318752982762655,0.16989379523493406,0.32053871480864216,75.38199510370262,36.919065992622805,0.8938149904481875,0.49043251004357624,19.904325100435763,10.0
0.2803566927734277,1.1281743575127088,1114.3861065351857,0.5302885021617635,133.75364976060882,66.30004562064028,0.26033301647053775,4.965884957705855,0.3282736614970261,0.2970359870842336,169.14275493714547,16.938416190605565,0.9192686741832237,0.6253096485812597,21.2530964858126,10.0
0.5309107384234758,3.374062369768769,521.8313916458116,0.6363500326346417,75.51793928577919,113.1920191524882,0.32521554887143767,15.656411312972905,0.5712021254042613,0.11113441031480001,133.85447758016102,25.437491556565927,0.9619639717496776,0.6823365357190613,21.823365357190614,10.0
0.2855227810612395,4.150222339452867,1132.3550507663012,0.9468719742033025,196.39091415721683,56.35191709980572,0.5837033207702547,10.939755751564364,0.17337161660382625,0.26814291521368083,85.68835236436618,15.98625978698471,0.15659858120360526,0.4415145318175071,19.41514531817507,10.0
0.45305542359285966,4.370618486872784,823.9012627192884,0.609848877066365,195.8286916997162,121.23152547135558,0.34819098410987426,1.0344298333278212,0.5727082862199743,0.23290470663753285,206.59202600521698,27.09801455924579,0.10656601534416588,0.8056129928575071,23.05612992857507,10.0
0.42423146543005447,4.720422077000496,1002.4129936309384,0.9783513638517459,59.178771075105935,125.68178595559057,0.894648093856994,8.965047091074876,0.2397436867850948,0.5277376817089409,193.8625067381647,36.6271326546413,0.02935346693459358,0.7674813684940357,22.674813684940357,10.0
0.9765505393487305,1.7459331790234556,801.4006367201857,0.27330220005237993,84.44916488291003,80.02751458772893,0.7600262015559185,3.6264291753170474,0.4374063762029349,0.23173771409465885,128.82139651862371,13.933260790786596,0.06570031448470308,0.6691440902975937,21.691440902975938,10.0
0.7170349984134458,2.8660370525533723,861.2988988526831,0.8894670392795874,118.67061887182851,82.07462319169967,0.925068458607762,6.853005920672812,0.1194896887686602,0.34730011198722643,87.15322697421743,25.66036904099537,0.018492898951670635,0.4667898007558866,19.66789800755887,10.0
0.7473637618147236,1.5230072535052743,1306.9442243540357,0.9526804660982153,125.24109907750949,156.5538788034244,0.7851899574305631,19.8561591454089,0.27076913110081147,0.18142827562135125,202.96071052144686,36.301323917938575,0.023337284704980865,0.4521974067221627,19.521974067221628,10.0
0.17873457580784832,3.452437675976558,514.124733476824,0.9457513018406661,60.26911278603971,55.93403125852877,0.3311870811061428,4.804978965592834,0.23695308430302262,0.11640499974886434,173.35123581546182,26.27093206906615,0.2685987535087795,0.35335808405188696,18.53358084051887,10.0
0.37924230650708407,2.540670949423877,839.007740602879,0.49594291264802803,27.048942770837733,53.780742068924326,0.4015857251173499,15.132988548332307,0.595404882775561,0.5642630875286645,204.47059753491362,16.20440582542095,0.6804655966868147,1.1596679703042256,26.596679703042255,10.0
0.3152669874668067,4.095757754550625,1264.7566879326487,0.8832042681868334,180.14586966740802,115.15238723379436,0.8251566760803982,16.127974575917573,0.2542298112488751,0.564621122003075,192.0490402671973,35.54003948206611,0.04555312862737594,0.8188509332519501,23.1885093325195,10.0
0.7703206274407105,1.373083621297309,1156.2296481050007,0.2756345581961951,156.33552039439473,169.88343824885828,0.7018076898185858,17.13720783833141,0.14894164010742986,0.2379619210204066,148.12158310237436,25.89236998547494,0.05196001357671043,0.38690356112783647,18.869035611278363,10.0
0.448767871483595,2.060853824450264,892.735012101753,0.5688269739942299,177.08822936266017,90.55114557914587,0.920307346537204,8.519419296256984,0.263903860346993,0.351256024667573,100.63692122532031,10.901637362835363,0.1489351928881762,0.615159885014566,21.15159885014566,10.0
0.5031766454712708,1.607206932315325,851.9299430229661,0.6743426645305679,88.54756643407313,173.58685415761948,0.4425413211513747,19.3954315766202,0.4923610104256757,0.5837965129987361,198.32292654630305,24.062778910418572,0.10291070430794313,1.0761575234244118,25.76157523424412,10.0
0.5269336305443787,1.6799140847831429,1318.2273526272575,0.6881216118874719,60.0553697278121,189.4398458010757,0.33638953998569554,11.27724806942628,0.46052027733336276,0.1294242686662159,234.75666321863605,23.139688087611177,0.33729393895948956,0.5899445459995787,20.89944545999579,10.0
0.06845978710363532,3.0489718844265083,758.55717814874,0.7471933386526906,32.54869974498053,190.55771460057602,0.9210464362860489,3.7194883975141835,0.2616329421825523,0.39381748732652155,234.370490030999,19.574694838242102,0.2645497819086147,0.6554504295090738,21.554504295090737,10.0
0.15713503063901407,1.4166059752114863,1499.7653369143438,0.5915140910826154,175.78103233821466,122.35640069436717,0.9417682289095024,1.755187655431012,0.1570095956672755,0.5648160938621122,58.05074798798475,23.488980652680418,1.448456264814243,0.7218256895293876,22.218256895293877,10.0
0.35580972210687795,2.809800939339032,916.1616800672908,0.3925339119696975,180.69132294848117,87.99614010584656,0.7789543071082387,1.3431135546994577,0.11937566576421474,0.4268652362884603,162.36378601259986,31.593476050646387,0.08058028169180338,0.5462409020526751,20.46240902052675,10.0
0.09492718096666153,4.799405519663454,1248.5144668930955,0.9072004247693495,35.929405268457074,98.0241453339304,0.5262581231547581,10.74345296653637,0.24843424275370715,0.13031537109470256,181.10354766861045,29.88729142630286,0.22152790999535044,0.3787496138484097,18.787496138484098,0.678
0.38653537017175166,1.787838170480105,761.8963745647354,0.7202142553242016,83.74922856983237,101.80750897542381,0.6504292245417796,15.437210816878515,0.28943397817397865,0.3937597462779203,106.70415331984584,30.242096420478337,0.12932601962216272,0.683193724451899,21.83193724451899,10.0
0.9098877789410269,4.174690497025708,558.7186816501497,0.5718241536019426,142.68049749503174,198.00678686722998,0.5937822183711344,1.8557090825347888,0.38100458735643394,0.16328189606198015,129.93522703272737,30.562831622830426,0.11387041342032334,0.5442864834184141,20.442864834184142,10.0
0.7237079370089092,4.477447307514095,1128.9480171627772,0.7093294969398862,153.36835613352994,176.3682502179001,0.901790339707752,0.7286039136576661,0.3780951483988947,0.20813465489877572,176.44050002297246,20.023338008762668,0.007064846534405033,0.5862298032976704,20.862298032976703,10.0
0.4208022565534057,1.7524169124854052,839.0236259198265,0.7778332709051684,48.82831359021137,64.03744180075591,0.9160215686706632,15.284206991602336,0.1998974653290663,0.24615577171499584,98.04525522980063,29.344575830778716,0.06088756214978287,0.44605323704406213,19.46053237044062,10.0
0.6109114822096109,2.2305139416965214,799.1251441665222,0.2796427140176728,148.41155471136696,56.47628375853268,0.2536430033329593,14.589901757219582,0.5744368785745627,0.4782515238636552,209.50216713615052,35.17521598702973,1.6315633476880105,1.052688402438218,25.526884024382177,10.0
0.43670028622645624,2.2985746684413346,1021.7142141858402,0.5733632178558363,123.6518972077472,184.71801207516418,0.9962570629928578,1.5748657976583424,0.29234173633067073,0.19035309788340474,246.16422910660685,12.08921909774184,0.025417768231866273,0.48269483421407544,19.826948342140753,10.0
0.1753625944951615,4.056304213685162,996.2887428292358,0.9394341866629193,16.19256421693275,60.04670196979849,0.5524551871977581,1.6055464080807424,0.23136479820741676,0.5930148715383118,150.15322981605567,30.58488746845451,0.17420976253484732,0.8243796697457285,23.243796697457284,10.0
0.5740670281269133,2.991993163172627,1080.4382972028448,0.53255145865641,167.08484838003994,70.78708271636943,0.5712944843810992,13.795236968881742,0.5341182201414498,0.28478580317837887,60.28383091138587,30.167932936703345,0.14434563838604264,0.8189040233198287,23.189040233198288,10.0
0.17114876902371712,1.276552649864458,1227.8808919985217,0.4660449765416055,147.51160513644916,59.959741856491185,0.8969108503062441,16.710603962221832,0.14446437152514133,0.11187825322859327,78.78173921571165,36.372063389768805,0.17235377076300462,0.2563426247537346,17.563426247537347,10.0
0.23546878556284387,3.1930932714327547,926.2442031800567,0.8466441446714515,102.89067727942741,125.09912609919046,0.9918189546249268,3.002591134985142,0.5153519693729657,0.1258748728019424,214.6254634832373,15.040025457336133,0.06329134527158486,0.6412268421749081,21.412268421749083,10.0
0.6655487516385171,3.7408584774645317,763.3172822564856,0.5639310935210907,79.6504020648196,128.21648152369914,0.5966709476077511,6.5379670375397865,0.2527403061855851,0.22542644582756108,150.83572087816276,32.507979638447,0.1408407152569543,0.4781667520131462,19.781667520131464,10.0
0.8722321977015702,3.4084775673337093,633.7864255938555,0.770394500656751,171.0566289196149,85.63035080783884,0.36295044575294794,0.17234514267504109,0.12362516942824256,0.4811256741517558,129.70132469484247,39.71165372081447,0.3017347484328905,0.6047508435799983,21.047508435799983,10.0
0.7483228881208127,1.2874486633638402,1092.132824903667,0.8170564618211784,78.24883548087016,51.640208166599564,0.6963920140940694,19.824892562800557,0.22880871141924788,0.1947456385936079,107.81671632763835,32.041753923417396,0.061461321448238904,0.4235543500128558,19.235543500128557,10.0
