tau_m_n,tau_m_max,omega_n,eta_m,P_n,N,eta_t,phi_b,l1,l2,accuracy,reach,robot_weight,pose_stabilisation
0.0070582280818107124,0.8498302379139216,387.9061683593288,0.8792065561974546,164.57965299695576,176.34335274551339,0.9859308773044104,2.0298353057073255,0.4082995524204874,0.3251929689477836,0.05909423206167075,0.733492521368271,22.33492521368271,10.0
0.06542048630843342,0.8890355528816726,432.14729729408305,0.9928837059839823,150.29514903286832,64.08580826771653,0.9542818130499904,5.3806080899183,0.3563297536091175,0.41583219956103246,0.02360281967612861,0.77216195317015,22.7216195317015,0.757
0.08811929334113866,0.9305942811654189,498.94565311324476,0.9332264681526072,165.94673607408407,59.195806177795134,0.9892655221203139,2.329893707219571,0.40923378967427354,0.4415244766212273,0.02299259242483509,0.8507582662955009,23.50758266295501,0.753
0.055841393039169615,0.9223237187079726,436.7998253303993,0.986759801584605,154.07321779164067,58.42070386264285,0.9106911416269093,2.595876409949243,0.38662066700125214,0.43490699734125515,0.01960370015490054,0.8215276643425073,23.215276643425074,0.736
0.009953515207665877,0.9078282066962813,455.6651329247508,0.9519646342749386,134.36410044354054,150.71465362452028,0.8919227451940578,4.949043047379919,0.4184862922169108,0.1698762418046549,0.02622337201583247,0.5883625340215657,20.88362534021566,0.581
0.06619142779178734,0.7586593691186336,406.7121300449405,0.8772582657132623,147.37515284236065,147.10935465329518,0.9844344260185534,1.288042514397823,0.3943509757978851,0.15726503676798673,0.610280692469777,0.5516160125658718,20.51616012565872,0.77
0.09401857383875001,0.8919087658563246,404.1322620232239,0.9466306373602359,149.198909682755,113.03691009869938,0.9181326292340971,4.35932030404005,0.3550397522335257,0.31835869461618116,0.01870802189895293,0.6733984468497068,21.73398446849707,0.686
0.08642275456686364,0.8919550475968958,428.4354494791622,0.9908710936695909,175.51623458877054,72.20758380329949,0.9369425323382731,3.115282268748063,0.401179257129048,0.49194910455320673,0.01964738818716394,0.8931283616822547,23.931283616822547,0.768
0.024837826944761415,0.9757926327328346,490.2026480854578,0.977673511221082,181.64403424684096,43.507179116346265,0.9655222866797563,4.850072984882395,0.38969354235780895,0.35052238755168175,0.0151170735612249,0.7402159299094907,22.402159299094908,0.727
0.024449447720008795,0.9015438806763953,408.53550151637046,0.8942376983825855,162.29460732911684,124.54238896783326,0.8946554113811096,5.1901162665480065,0.4184817097388012,0.5809488322747572,0.03355745638207841,0.9994305420135585,24.994305420135586,0.854
