tau_m_n,tau_m_max,omega_n,eta_m,P_n,N,eta_t,phi_b,l1,l2,accuracy,reach,robot_weight,pose_stabilisation
0.0070582280818107124,0.8498302379139216,436.3690639601221,0.8792065561974546,164.57965299695576,54.99018210386683,0.8208547764927647,2.0298353057073255,0.4082995524204874,0.41164313617734966,0.09456100966118663,0.819942688597837,23.19942688597837,10.0
0.06542048630843342,0.8890355528816726,339.739304036299,0.9928837059839823,150.29514903286832,41.272177879453736,0.6659385902618761,5.3806080899183,0.3563297536091175,0.4103588611033402,0.11414534421330136,0.7666886147124576,22.666886147124576,10.0
0.08811929334113866,0.9305942811654189,486.8141109777065,0.9332264681526072,165.94673607408407,49.23774588037223,0.6000407527952756,2.329893707219571,0.40923378967427354,0.40515170286133717,0.1682465133387716,0.8143854925356107,23.143854925356106,10.0
0.055841393039169615,0.9223237187079726,196.62141116216839,0.986759801584605,154.07321779164067,71.15376636191547,0.34744112900160373,2.595876409949243,0.38662066700125214,0.37409038605097594,0.16015387829223393,0.7607110530522281,22.60711053052228,0.865
0.009953515207665877,0.9078282066962813,365.1192959010121,0.9519646342749386,134.36410044354054,50.7683791939252,0.5406087842726308,4.949043047379919,0.4184862922169108,0.3876282022493285,0.18513326715372613,0.8061144944662393,23.061144944662395,10.0
0.06619142779178734,0.7586593691186336,404.11596987596226,0.8772582657132623,147.37515284236065,72.91324441141407,0.594186831653755,1.288042514397823,0.3943509757978851,0.43855580333926436,0.16499292820780898,0.8329067791371494,23.329067791371493,10.0
0.09401857383875001,0.8919087658563246,304.356247916535,0.9466306373602359,149.198909682755,92.08176564799261,0.6694053705590601,4.35932030404005,0.3550397522335257,0.4048068819670926,0.1498094464558466,0.7598466342006183,22.598466342006184,0.725
0.08642275456686364,0.8919550475968958,434.03138297067477,0.9908710936695909,175.51623458877054,50.49291685513887,0.4701953183250127,3.115282268748063,0.401179257129048,0.39742046189938063,0.18598064865282238,0.7985997190284286,22.985997190284287,10.0
0.024837826944761415,0.9757926327328346,416.3091730997156,0.977673511221082,181.64403424684096,77.38146103958819,0.7917695129473377,4.850072984882395,0.38969354235780895,0.41112264578559843,0.06733780952121327,0.8008161881434074,23.008161881434074,0.72
0.024449447720008795,0.9015438806763953,250.77032400831382,0.8942376983825855,162.29460732911684,56.074879891112744,0.5213594579150428,5.1901162665480065,0.4184817097388012,0.37878234620391144,0.1998556207874177,0.7972640559427127,22.972640559427127,10.0
0.0017327914997391871,0.8159752272763424,169.6414826567838,0.9770822759383913,140.21281797779238,79.24776331524205,0.5870211266078416,2.480798073395526,0.4289403976363719,0.3815701722018619,0.12492301722450078,0.8105105698382338,23.10510569838234,10.0
0.016029001149732425,0.8400002521819712,187.68048086779362,0.9904383614938885,181.77311729959692,34.429144487212696,0.8188896473764076,5.029093513978522,0.37378457083299144,0.4591030946647124,0.048235951950827936,0.8328876654977038,23.328876654977037,0.997
0.06576232625116007,0.7538033792199237,87.9999445129501,0.8826307841511508,154.2801286993756,65.11896145637338,0.497395909249589,4.363996143312357,0.40273126267501574,0.4711087046191421,0.16006459899807962,0.8738399672941579,23.73839967294158,10.0
0.09855757024700987,0.8659625464105997,311.47751286517774,0.9612176701030424,181.56804835353373,50.24555825320569,0.968919409931084,2.7015812418263,0.3571757107862537,0.4352936162970258,0.00859223060456249,0.7924693270832794,22.924693270832794,0.758
0.035490705766413416,0.9410849860478524,472.0219047387423,0.974525387090193,153.94323322365753,50.45030539052121,0.49867674800691414,5.0968367992397186,0.3905004347235064,0.46001947418806594,0.1332512417348226,0.8505199089115723,23.50519908911572,10.0
0.015047503459012387,0.9664778657214638,113.11209004937484,0.8793773868927826,159.72345037698304,34.2941753399196,0.46092533787925627,0.003299212893887109,0.386337799083166,0.4467578747047297,0.08035134972265609,0.8330956737878957,23.330956737878957,10.0
0.0044007107242236875,0.9036058085123351,153.59629590269637,0.8814401209223467,140.63383466164692,84.74694192226609,0.8723423073493098,3.4276696334402286,0.4153472733155049,0.3703886806715434,0.042474714648995326,0.7857359539870483,22.857359539870483,0.677
0.03950691889207357,0.9273174825526865,165.18429075542122,0.9647068703067813,158.2602472591616,77.71691683350761,0.5763227950022785,2.33987160381076,0.36988695285469336,0.38333848624072164,0.18784437049045585,0.753225439095415,22.53225439095415,10.0
0.07435602398311625,0.7557619484750139,283.4862621739021,0.8826215195156536,142.0388956193748,82.34964481051881,0.5302432966552826,6.298870588812669,0.3636758227804476,0.433196460477688,0.18353382027981957,0.7968722832581356,22.968722832581356,0.8
0.04480228211594287,0.831716918580429,105.2410695851687,0.9965223795305469,176.44732145170858,42.23032318663446,0.6995370936406327,4.172629871044603,0.37518255914217097,0.44228921464742493,0.06224634684378949,0.8174717737895959,23.17471773789596,0.8
0.05629058540813265,0.8755119106255397,275.33353379105404,0.9587509199733316,134.7001041780345,33.145601122486596,0.3488666633398908,3.0921816009576726,0.3729930073028939,0.40688948177925777,0.13912701757557344,0.7798824890821516,22.798824890821514,10.0
0.07498265785278944,0.9519367035471782,139.89904324702593,0.9124151510221372,146.7425421553487,63.194014740924516,0.34829331366798494,3.587645071620338,0.4045470404424818,0.3674008716229722,0.24673036811815297,0.771947912065454,22.71947912065454,10.0
0.0011041995307304489,0.7816432228866539,348.2888957436121,0.9495964337600697,141.8718557062646,86.62078797198214,0.26864461853969224,3.027943572476282,0.42416202922773916,0.36666250952453405,0.13899921494927103,0.7908245387522732,22.908245387522733,10.0
0.02200441209960773,0.885175811332889,484.8043604644318,0.9543325988122765,143.95023244170426,36.30638333008459,0.6005362011664687,2.688588457970316,0.3666251633263886,0.3750855067914149,0.15624038070080482,0.7417106701178036,22.417106701178035,10.0
0.08497555604137569,0.8116141048371738,154.68833388489514,0.865376033353925,151.01813143766134,46.84173647765246,0.7023303680040442,1.3062822931965066,0.42058766210065546,0.46412266154299014,0.024452422624233416,0.8847103236436455,23.847103236436453,0.935
0.010744908815255198,0.7525720994831936,254.2535969343349,0.9457886190242195,139.40577074465256,84.21151542036493,0.8624265725679328,5.213984338393834,0.3931373198496584,0.47162784769014515,0.0543751432879066,0.8647651675398036,23.647651675398038,0.741
0.005312108498791358,0.8340306480723906,189.6506032658335,0.9926819835665514,161.84568204274225,81.27374540228452,0.46354006175345164,6.224113155206791,0.39105974587332,0.4152912725423123,0.1859957113258609,0.8063510184156323,23.06351018415632,0.772
0.09577194189226365,0.8283390105293926,74.02186968222892,0.9408272601497035,139.70587821172512,50.42104583979397,0.48849332271403706,0.6568829271208355,0.4189040806646202,0.4260050906062773,0.0796340059002365,0.8449091712708975,23.449091712708977,10.0
0.036011485872205526,0.8360831514060528,156.5351919969782,0.9477237584556211,179.10673367120842,89.32478381018409,0.2869405899456955,2.0941092430418147,0.3874538180317546,0.42360863380799113,0.21670898835025726,0.8110624518397458,23.110624518397458,10.0
0.04607989360825573,0.9054064452011895,466.17884105812794,0.9032019654039058,150.4439862758058,54.07850128879888,0.9846780104399445,1.056158342152869,0.4080672295934459,0.40357883169047293,0.02316065397601552,0.8116460612839188,23.116460612839187,0.737
0.021942007267485863,0.8787727922113504,291.2306161764368,0.8941826866342154,174.17472485495648,88.98930907215315,0.5388171220752651,4.254507111186446,0.3572633594363658,0.4658982277944535,0.17007715629575848,0.8231615872308193,23.231615872308193,0.808
0.03931200485053822,0.9789051910311932,154.65647323799317,0.8581581788351742,135.29030220393835,73.27463604060704,0.5345980597951967,0.16874630063063284,0.40960877371775706,0.45544027775174833,0.1852335953746047,0.8650490514695054,23.650490514695054,10.0
0.049457296130830636,0.851907962467031,197.76254225210997,0.9695975840303379,149.70330625521711,85.88936621816951,0.8532938709603081,3.5938955116112874,0.37376257115105205,0.37798589100951085,0.057163780886871234,0.7517484621605629,22.51748462160563,10.0
0.07664186008066494,0.8604548807361893,362.6591579683242,0.9950717733711473,180.92260387877616,84.41883894027285,0.32132181117245096,3.7795743357580487,0.4198134844490549,0.401939960882281,0.1027152103227914,0.821753445331336,23.21753445331336,10.0
0.01086937728163619,0.9475989165009063,410.3978792382935,0.937925956951183,181.83838858732668,68.61864697942298,0.9595202971129977,2.353100579508178,0.3849211770960943,0.37326069731601086,0.02319410251935826,0.7581818744121052,22.58181874412105,0.725
0.07857878100937285,0.9550151130894478,304.22777516259885,0.9007910181234171,176.52009816973094,31.524514611577967,0.8229425425049409,2.9489775453743468,0.40556793888999854,0.3782998704167389,0.07742412469396298,0.7838678093067375,22.838678093067376,10.0
