tau_m_n,tau_m_max,omega_n,eta_m,P_n,N,eta_t,phi_b,l1,l2,accuracy,reach,robot_weight,pose_stabilisation
0.0070582280818107124,0.8498302379139216,387.9061683593288,0.773026021794523,164.57965299695576,54.99018210386683,0.9859308773044104,15.721286105539075,0.4082995524204874,0.41164313617734966,0.07106925389058161,0.819942688597837,23.19942688597837,0.795
0.06542048630843342,0.8890355528816726,432.14729729408305,0.8670712099531225,150.29514903286832,41.272177879453736,0.9542818130499904,1.2763451220835065,0.3563297536091175,0.4103588611033402,0.03543001039514038,0.7666886147124576,22.666886147124576,0.752
0.08811929334113866,0.9305942811654189,498.94565311324476,0.9198408409916483,165.94673607408407,49.23774588037223,0.9892655221203139,0.8760753157445755,0.40923378967427354,0.40515170286133717,0.02319731466132935,0.8143854925356107,23.143854925356106,0.755
0.055841393039169615,0.9223237187079726,436.7998253303993,0.5278447795261516,154.07321779164067,71.15376636191547,0.9106911416269093,9.514098524518674,0.38662066700125214,0.37409038605097594,0.21416782891612884,0.7607110530522281,22.60711053052228,0.78
0.009953515207665877,0.9078282066962813,455.6651329247508,0.48427498103653077,134.36410044354054,50.7683791939252,0.8919227451940578,5.766562078604882,0.4184862922169108,0.3876282022493285,0.17874862881005515,0.8061144944662393,23.061144944662395,10.0
0.06619142779178734,0.7586593691186336,406.7121300449405,0.748638142444024,147.37515284236065,72.91324441141407,0.9844344260185534,11.374823919057874,0.3943509757978851,0.43855580333926436,0.09160275153463315,0.8329067791371494,23.329067791371493,0.732
0.09401857383875001,0.8919087658563246,404.1322620232239,0.8237491430620192,149.198909682755,92.08176564799261,0.9181326292340971,6.079001961252244,0.3550397522335257,0.4048068819670926,0.12140469538522058,0.7598466342006183,22.598466342006184,0.712
0.08642275456686364,0.8919550475968958,428.4354494791622,0.42545461439900556,175.51623458877054,50.49291685513887,0.9369425323382731,13.238330294537901,0.401179257129048,0.39742046189938063,0.1937703277645615,0.7985997190284286,22.985997190284287,10.0
0.024837826944761415,0.9757926327328346,490.2026480854578,0.37522968993077793,181.64403424684096,77.38146103958819,0.9655222866797563,9.237544605027747,0.38969354235780895,0.41112264578559843,0.14581282152188024,0.8008161881434074,23.008161881434074,0.868
0.024449447720008795,0.9015438806763953,408.53550151637046,0.5357659195723619,162.29460732911684,56.074879891112744,0.8946554113811096,1.75299838632202,0.4184817097388012,0.37878234620391144,0.19943373698583244,0.7972640559427127,22.972640559427127,10.0
