tau_m_n,tau_m_max,omega_n,eta_m,P_n,N,eta_t,phi_b,l1,l2,accuracy,reach,robot_weight,pose_stabilisation
0.0070582280818107124,0.8498302379139216,387.9061683593288,0.8792065561974546,164.57965299695576,54.99018210386683,0.8208547764927647,2.0298353057073255,0.16405681633777294,0.41164313617734966,0.06069325824943861,0.5756999525151226,20.756999525151226,10.0
0.06542048630843342,0.8890355528816726,432.14729729408305,0.9928837059839823,150.29514903286832,41.272177879453736,0.6659385902618761,5.3806080899183,0.5138155859962911,0.4103588611033402,0.05217812617521362,0.9241744470996313,24.241744470996313,10.0
0.08811929334113866,0.9305942811654189,498.94565311324476,0.9332264681526072,165.94673607408407,49.23774588037223,0.6000407527952756,2.329893707219571,0.17714474603377392,0.40515170286133717,0.18131192175881428,0.5822964488951111,20.82296448895111,0.722
0.055841393039169615,0.9223237187079726,436.7998253303993,0.986759801584605,154.07321779164067,71.15376636191547,0.34744112900160373,2.595876409949243,0.21345467452544206,0.37409038605097594,0.19489875685437497,0.587545060576418,20.87545060576418,0.842
0.009953515207665877,0.9078282066962813,455.6651329247508,0.9519646342749386,134.36410044354054,50.7683791939252,0.5406087842726308,4.949043047379919,0.4412477519874878,0.3876282022493285,0.17068460635123706,0.8288759542368163,23.28875954236816,10.0
0.06619142779178734,0.7586593691186336,406.7121300449405,0.8772582657132623,147.37515284236065,72.91324441141407,0.594186831653755,1.288042514397823,0.16989849906382873,0.43855580333926436,0.20141991649880664,0.6084543024030931,21.08454302403093,0.747
0.09401857383875001,0.8919087658563246,404.1322620232239,0.9466306373602359,149.198909682755,92.08176564799261,0.6694053705590601,4.35932030404005,0.11540891728396971,0.4048068819670926,0.17915356601403987,0.5202157992510623,20.20215799251062,0.6990000000000001
0.08642275456686364,0.8919550475968958,428.4354494791622,0.9908710936695909,175.51623458877054,50.49291685513887,0.4701953183250127,3.115282268748063,0.3785160761706392,0.39742046189938063,0.19582298616094418,0.7759365380700198,22.7593653807002,10.0
0.024837826944761415,0.9757926327328346,490.2026480854578,0.977673511221082,181.64403424684096,77.38146103958819,0.7917695129473377,4.850072984882395,0.1806358895168009,0.41112264578559843,0.03481961720266524,0.5917585353023993,20.917585353023995,0.862
0.024449447720008795,0.9015438806763953,408.53550151637046,0.8942376983825855,162.29460732911684,56.074879891112744,0.5213594579150428,5.1901162665480065,0.15900295106025766,0.37878234620391144,0.21141387289303937,0.5377852972641691,20.37785297264169,0.808
0.0017327914997391871,0.8159752272763424,473.93964455211284,0.9770822759383913,140.21281797779238,79.24776331524205,0.5870211266078416,2.480798073395526,0.14819548107674965,0.3815701722018619,0.15433152553267526,0.5297656532786116,20.297656532786114,0.804
0.016029001149732425,0.8400002521819712,451.0513392923212,0.9904383614938885,181.77311729959692,34.429144487212696,0.8188896473764076,5.029093513978522,0.31604651988755184,0.4591030946647124,0.05068801198952033,0.7751496145522643,22.751496145522644,0.918
0.06576232625116007,0.7538033792199237,478.4465189697197,0.8826307841511508,154.2801286993756,65.11896145637338,0.497395909249589,4.363996143312357,0.15170148386127583,0.4711087046191421,0.21078247435070907,0.6228101884804179,21.22810188480418,0.797
0.09855757024700987,0.8659625464105997,383.5521224918632,0.9612176701030424,181.56804835353373,50.24555825320569,0.968919409931084,2.7015812418263,0.49136761362514314,0.4352936162970258,0.08989895558345615,0.9266612299221689,24.26661229922169,10.0
0.035490705766413416,0.9410849860478524,478.39385368879164,0.974525387090193,153.94323322365753,50.45030539052121,0.49867674800691414,5.0968367992397186,0.3194557301525234,0.46001947418806594,0.16438057897783886,0.7794752043405893,22.794752043405893,0.849
0.015047503459012387,0.9664778657214638,383.66745648348115,0.8793773868927826,159.72345037698304,34.2941753399196,0.46092533787925627,0.003299212893887109,0.4634973071434413,0.4467578747047297,0.24463217808210944,0.910255181848171,24.10255181848171,10.0
0.0044007107242236875,0.9036058085123351,477.2364857514632,0.8814401209223467,140.63383466164692,84.74694192226609,0.8723423073493098,3.4276696334402286,0.2585694464113577,0.3703886806715434,0.044823963885388896,0.6289581270829011,21.28958127082901,0.806
0.03950691889207357,0.9273174825526865,404.4340671649941,0.9647068703067813,158.2602472591616,77.71691683350761,0.5763227950022785,2.33987160381076,0.545838633127457,0.38333848624072164,0.1453317724453772,0.9291771193681786,24.291771193681786,10.0
0.07435602398311625,0.7557619484750139,382.3659284592786,0.8826215195156536,142.0388956193748,82.34964481051881,0.5302432966552826,6.298870588812669,0.473394805674513,0.433196460477688,0.1284229368642278,0.906591266152201,24.06591266152201,10.0
0.04480228211594287,0.831716918580429,483.9233364182604,0.9965223795305469,176.44732145170858,42.23032318663446,0.6995370936406327,4.172629871044603,0.19821733285728663,0.44228921464742493,0.08533929327527601,0.6405065475047116,21.405065475047117,10.0
0.05629058540813265,0.8755119106255397,477.93398922675175,0.9587509199733316,134.7001041780345,33.145601122486596,0.3488666633398908,3.0921816009576726,0.16091625231426557,0.40688948177925777,0.1938371741194883,0.5678057340935233,20.678057340935233,0.846
0.07498265785278944,0.9519367035471782,443.52940883744867,0.9124151510221372,146.7425421553487,63.194014740924516,0.34829331366798494,3.587645071620338,0.5637812755032539,0.3674008716229722,0.4053296528069712,0.931182147126226,24.31182147126226,10.0
0.0011041995307304489,0.7816432228866539,486.42362975640714,0.9495964337600697,141.8718557062646,86.62078797198214,0.26864461853969224,3.027943572476282,0.4169875558405426,0.36666250952453405,0.12061660845871235,0.7836500653650766,22.836500653650766,10.0
0.02200441209960773,0.885175811332889,396.4591137832039,0.9543325988122765,143.95023244170426,36.30638333008459,0.6005362011664687,2.688588457970316,0.10891839198849387,0.3750855067914149,0.1525340451707189,0.4840038987799088,19.840038987799087,0.782
0.08497555604137569,0.8116141048371738,417.72964295489925,0.865376033353925,151.01813143766134,46.84173647765246,0.7023303680040442,1.3062822931965066,0.2870920217035914,0.46412266154299014,0.12517233602118172,0.7512146832465816,22.512146832465817,0.789
0.010744908815255198,0.7525720994831936,386.1425125848842,0.9457886190242195,139.40577074465256,84.21151542036493,0.8624265725679328,5.213984338393834,0.13327942847758908,0.47162784769014515,0.03694716842903632,0.6049072761677342,21.049072761677344,0.908
0.005312108498791358,0.8340306480723906,412.9906492922738,0.9926819835665514,161.84568204274225,81.27374540228452,0.46354006175345164,6.224113155206791,0.1577450318326775,0.4152912725423123,0.21217075139585972,0.5730363043749898,20.730363043749897,0.776
0.09577194189226365,0.8283390105293926,422.4614706602276,0.9408272601497035,139.70587821172512,50.42104583979397,0.48849332271403706,0.6568829271208355,0.5375024711173043,0.4260050906062773,0.16528101886172397,0.9635075617235815,24.635075617235813,10.0
0.036011485872205526,0.8360831514060528,426.83649577456254,0.9477237584556211,179.10673367120842,89.32478381018409,0.2869405899456955,2.0941092430418147,0.36187647435881864,0.42360863380799113,0.023750536466355388,0.7854851081668097,22.854851081668098,0.9560000000000001
0.04607989360825573,0.9054064452011895,442.6511543089756,0.9032019654039058,150.4439862758058,54.07850128879888,0.9846780104399445,1.056158342152869,0.4897387703856645,0.40357883169047293,0.07247799313731151,0.8933176020761374,23.933176020761373,10.0
