theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,d_min
0.20856084354228432,-1.0859031179034286,-0.4761544936434434,0.6035720756787046,-1.425682189391994,-1.1673860274257857,0.31889354071188936,-1.1485396826457803,-1.3008490915353992,-0.5883134810937886,-0.4056942039096949,1.3400420649846099,0
0.1922404331747387,-1.2128121056065928,-1.1422374192050784,0.06070857022918097,-0.6407477581509871,-0.04258850331280328,0.5546884810802621,-1.5127185949730675,-1.5688957489431963,-1.0574310433696712,1.4779917965999962,1.234400320951701,0
-1.0300444949177483,-0.8257399586108031,-0.9043184483484332,-0.07118837780742382,1.0501920915579652,-1.1454696261614856,-0.8943402176658238,-1.062218444159685,-1.3677768074861698,0.004669145537974817,-0.0955947525939631,-0.975059932475343,0
-0.9200665987277632,-1.1841669560613233,-1.2551418895426851,-1.053793907630583,0.8451956292220539,-0.5752190076470023,-0.4372177243326838,-1.5220883093397382,-1.2003150210898044,-0.9380256302662802,-0.35331788984525225,-0.6646497536590336,0
1.2194675226173193,-0.7955323163636328,-1.3462540811852912,-1.1323364114760959,-1.183944877466507,0.07865671080251135,-1.1870174523817842,-0.8311041186505997,-0.7897354482458601,0.32354216788182555,-1.1310374258791556,-1.2103755690970435,0
-1.4312901767553337,-1.200625997238132,-1.0786680315161068,1.2889003301532822,0.07320196658989753,0.48654041194354525,-1.035128651912251,-0.7216614985259604,-1.054176778752712,-0.4177955182352677,-0.8962041273466783,-0.2872200587046425,0
-0.3217714228973221,-1.059957014684329,-1.312557049135367,-0.5173219467283718,-0.9718069749368767,-1.0497465956985,1.149694063879403,-1.0591325614780573,-1.1989669444417828,-0.6110141541064366,0.9860240078513487,-1.0457050314898098,0
1.3400558892754388,-0.7931457679850793,-0.9980058001970015,-0.49378765317866335,-0.269496666378082,-0.03419771306315189,-0.11989175804779051,-0.9989532160634812,-0.996495768561586,-0.8109409729174135,-0.6232520400756677,0.4090873423933097,0
-1.2728311276969195,-1.380941439314624,-0.6020435000995606,-0.3215746683840599,-0.9137056666072249,-0.045698039400278834,0.8023941633665614,-1.3468509279191911,-0.7147180175335028,0.5683446829207659,-0.1590048832685036,-0.7151614958062007,0
-1.404911390385606,-0.7833785703300565,-0.9968204335497799,1.2176797988127792,0.07896715742010008,-1.2653898622001392,-1.4489781221244118,-0.9801723574898065,-0.9879418194851018,-1.4796451416621124,-0.21322785510617437,0.3997497598056716,0
-0.011249105140572091,-1.151183505474602,-1.4589191342974488,0.8226493623260251,-0.5972576852402295,0.6451564860875054,-0.39858975506771355,-1.0801567312888447,-1.290341932563727,-1.174924306850863,-1.0343380787941778,1.3348771717031431,0
0.11457208058206736,-0.7681254592278199,-0.3149227271337165,1.0212210555603398,-0.9870578438994323,0.023368098421227446,1.1873829134183873,-1.2453923039747528,-1.4654096029334944,0.303434529266005,1.3747750686214462,0.22522608446087666,0
1.5139330904380313,-1.0427392627121024,-0.9580212471505926,-0.37658319017247144,-0.36054707885487325,-1.0167096646666771,0.9255167534311755,-0.8438170147001998,-1.2758022232930877,-0.8493991899577534,-1.2290721728347074,0.5408338921450089,0
0.06423637342909494,-1.1527794389956574,-0.6414305982874996,-0.971191442079985,0.3223511484226729,-0.4520882939386507,0.37276440345267603,-1.5352432517258279,-1.0923611691427435,-0.35283334357171636,1.0355397934357773,0.9679096222819077,0
