F_2,m,F_1,v_0,d_1c,d_2c,E_rem,a_max,order
796560.443700367,1976.16997347193,269954.4142863053,8.018837493081694,0.18012667581379438,0.5853734109820535,-451375.69676909444,403.0829606731101,-526606.0294140617
785025.7317913177,2334.4228475699483,332818.9649936744,11.371250754494634,0.4171310423287197,0.5560589933091611,-424423.06556795666,336.282577343904,-452206.7667976433
679478.6080725981,2223.3131484794726,137938.51784044164,7.551183182701419,0.212486329626631,0.038290353662505196,8059.540771783992,305.6153419221645,-541540.0902321564
844868.0547933239,2380.526759091948,390528.2906324181,11.54366885421596,0.20452434218384385,0.5358726727933186,-374004.16161144944,354.90802679134714,-454339.76416090573
800545.1473663857,2342.67576967661,147119.43215943387,7.829229345542176,0.4726403277018651,0.40982937194547275,-325822.1898741803,341.7225540676913,-653425.7152069518
770285.9403170354,2140.4273123695434,139103.8582707782,7.369248699615689,0.4964663827559187,0.1136828154505714,-98509.82672007519,359.87484175031216,-631182.0820462572
216929.3548019245,2056.905977241546,167249.0562902028,9.307723850634414,0.3131403938947176,0.49960691763470244,-71653.13003998781,105.46391386000143,-49680.29851172169
730238.5918020242,2403.862321720969,258043.4698076714,9.127822313674793,0.2926075060060339,0.17299686235814646,-101692.97426798174,303.7772110339635,-472195.1219943528
714245.953577478,2162.911838463228,229549.96220205538,9.87777857581818,0.447301738594597,0.39891051395521926,-282080.11247765215,330.2242564287583,-484695.99137542257
734648.8407637016,1936.8836135651597,141965.56367282406,9.99951315297835,0.4334427876432814,0.06871804412158407,-15182.829873556635,379.2942619879245,-592683.2770908775
701562.6656114245,2114.681454814997,147951.81897237062,9.19077298568518,0.2721528329481135,0.3321476403947975,-183973.993661354,331.7580830030028,-553610.8466390539
603286.4446708722,2028.4679111875394,187462.10426851432,7.92336293176263,0.47086954046304313,0.24511718623478168,-172472.78737460598,297.4099029832255,-415824.34040235786
868062.7659413496,2007.4163066703275,341068.55729208374,9.774605763884633,0.37162746522036605,0.39714990883613704,-375604.2861416722,432.42787410708684,-526994.2086492658
601328.9371071504,2335.402591128887,158949.78817350345,7.428684697027004,0.3536128422653618,0.10018375194462234,-52010.06336556797,257.4840583766245,-442379.14893364697
120440.86582047443,2308.224512994106,247133.2627132975,8.425825656532421,0.27764859754263005,0.30062686506201813,-22888.297271901523,52.179008212786435,126692.39689282308
237080.89244185158,1975.0116526330908,283809.0184679732,10.17406128185258,0.4891342106563081,0.37816955587133305,-126259.24400508341,120.0402499528419,46728.12602612164
425631.3494980514,2180.161941208529,290306.8924117015,7.938348185617298,0.34688618095256374,0.41982428028644975,-210699.78624004667,195.22923570627566,-135324.4570863499
339282.9653135676,2325.1724463103724,228897.10679772688,11.895069402317695,0.4916129355397982,0.1633449371070954,-3451.4973451605765,145.91733436887583,-110385.85851584072
186751.86593814936,2210.752023971576,127451.1950168523,9.10101880441698,0.24800083489989633,0.3475317413651376,-4953.519098226243,84.47436162589281,-59300.67092129706
259095.50464530854,2289.853044082618,216267.90951041068,7.901080403011864,0.4520769718781403,0.3763853044214659,-123815.07214241076,113.14940289066007,-42827.595134897856
625688.172021462,2095.797094799557,304591.8980781279,8.90512399056434,0.18194189120150572,0.2963944915467113,-157768.906425285,298.5442500965501,-321096.2739433341
396875.09109950677,1920.8998143922258,259841.48606108056,7.8285313537927,0.25692496354739613,0.5550720710260783,-228192.00308973755,206.6089486426851,-137033.6050384262
622955.0257303554,2046.621859497306,199346.5825854463,8.45166093668246,0.4838546335433148,0.28938206216574014,-203631.09199919103,304.3820834999615,-423608.4431449091
804461.7045252576,2135.0923932025275,158188.36177842855,8.020175126973252,0.1919652600319759,0.34303683142564523,-237658.6669334405,376.7807459229466,-646273.342746829
526140.4609512584,2235.036114888378,330013.37740832113,8.83171328397677,0.4708147175517155,0.012967247928198256,-75032.27963433746,235.40579834323387,-196127.0835429373
843662.731774922,2269.531438129062,207956.16115412273,8.624460655591015,0.3026981531975371,0.403344055823887,-318828.9200187499,371.7343226011506,-635706.5706207992
