dv_1,dv_2,dv_3,dv_4,dv_5,dv_6
0.722165475591236,-0.000569066344954346,-0.0231744582393456,0.0143732991720698,0.118898468069732,-0.38416762533443
0.218999374696812,-0.0355873585103806,-0.0206595830855657,0.0821469928101186,-0.839625598443438,0.0425129736464251
0.485184561827192,0.152455899391992,-0.088489203359888,-0.210010957837506,0.0716890700278726,-0.519438864026304
0.235597013963017,-0.341233789370165,-0.175167321587534,-0.228357610900462,0.598524988942126,-0.224405721812811
0.731627638197188,0.0289443892704507,-0.0898295281461743,-0.318153138891033,-0.235316246493031,0.300683986376562
0.313230978486111,-0.639118759517691,0.00366771076457204,-0.153853506475445,0.0938704204788159,-0.150065185802492
0.194328676789795,0.371158336932783,-0.212473496292964,0.589012680524607,0.37411212735045,-0.418627243286907
-0.255084238617798,0.218666347437085,-0.0559854750496799,-0.415633109141048,0.388400972041867,0.393286728746554
0.393197998830002,-0.451110186525491,-0.148031021135321,0.00644325972556968,-0.213721797066026,0.249801481293006
0.33825367211577,0.351295621292176,-0.127693111182967,-0.211418439595155,-0.347567285864242,0.0906584016800665
0.493684738049538,0.0485674756341101,-0.125545446513753,-0.335815142317841,-0.464470870782239,0.36840615263509
0.515311898583786,-0.536606808883552,-0.259796900428589,-0.559181836229065,-0.526858391302611,0.224790134529357
0.651186100920111,-0.175003170191297,-0.430430555075657,0.353221282009896,0.147889712045266,0.357140274006641
0.445296127737933,-0.419984979905419,-0.0933700459380683,0.000103374303451128,0.382489905738626,0.608155275259526
0.352387614763746,-0.400935654674519,-0.0701291180336968,-0.423021755795088,0.207552383946545,-0.243181583127803
0.323921277855274,-0.549711313935119,-0.25408643192888,-0.412207140305365,0.157251191529355,0.406769855861892
0.385175092022153,-0.516240187764796,-0.4960450904264,-0.734803795041,0.141803697143008,0.324343101025526
0.37427755880323,-0.359306278022918,-0.212387347657906,-0.569167907880691,-0.321391538689034,0.532406261450871
0.56022969796372,-0.423206462352699,-0.495547499406205,-0.150362887329131,0.441044770212933,-0.0261134380491963
0.568396288526017,-0.165315714710308,0.0164497412719208,0.393584907767737,-0.524358004543944,-0.319562366968103
0.44817373751606,0.678867177492162,-0.169360692462884,-0.0877478640234322,0.0958335349936236,0.563659794000567
0.547056775811726,0.272910590545755,-0.230899822986073,0.220481600713026,-0.203187340651123,-0.156901055492872
0.44560149442193,0.011051385096535,-0.117823835187413,0.34922309336779,-0.0340865720363196,-0.570796903372086
0.159374145812876,-0.0233829281611239,-0.0500457262655584,-0.109042803860122,-0.339248556683586,-0.150736176823888
0.203455772693104,-0.139471977407056,0.0377404537464889,-0.522886106090552,-0.449611223805931,-0.170055770572503
0.401241341564258,-0.644492812787466,-0.0680446117549975,0.124381879039787,0.566815421570265,-0.612795434174222
0.296164472689674,-0.542030651535301,0.0596093283285343,-0.412668747586837,-0.0177852688353565,-0.277353844739622
0.22232790612255,-0.045771151355757,-0.295026504690761,0.0282885859194996,0.665911010259319,-0.702834197239242
0.262461692179185,-0.195277225388646,-0.142357663201116,-0.435259616315723,-0.0749281922912765,0.276231125498695
0.386985562583705,0.603790813785781,-0.253538697523792,-0.649259299013639,0.69769478299768,0.662858781714071
0.529636041418399,-0.068093573066682,-0.597020840704361,-0.305262943204118,0.50208928994158,0.385756760653343
0.602488184087337,-0.254511950744357,-0.407226176978847,0.181583504632573,-0.490524253373905,-0.0659020379880619
0.450839524900011,-0.39041068734458,-0.0180932043099228,0.124724498459475,0.680430800053314,-0.732334442511872
0.497985301725366,0.0501823620011442,-0.44316703885186,-0.456374628427246,-0.224636939627562,0.0814343235005315
0.286108978713433,-0.218028926005061,-0.205324288174433,0.110045573771601,0.452769189678675,-0.166134402030331
0.584247789056299,0.0985930323584467,-0.0826338588740953,-0.355761313685504,0.379332077655923,-0.370930071207615
0.626520141999387,0.00783948878153132,-0.483145739049069,-0.501494643388983,0.414169383413728,0.241041491637777
0.706200149100933,-0.198448226568397,-0.207510294211779,0.269327094098653,0.0204559866428498,-0.267972090062613
0.528455892414678,-0.0848695211757332,-0.192588646245808,0.00339111933942319,0.0926451327704478,0.0653756667827249
0.703557334523873,-0.611581555521303,-0.609851817035736,0.0710023580252577,0.444129705428695,-0.82616322996942
0.337835125601912,0.251252490172099,-0.179506351652223,-0.783525828139128,0.199708783864347,0.731646184329131
0.519322979157551,0.129690178561865,-0.194744541341221,0.0239869290341073,-0.0973739652433915,0.0688810875362423
0.349964489235682,-0.45374585562457,-0.300770176056447,-0.174544408417619,0.718136379236218,0.0319879335386843
