tau_m_n,tau_m_max,omega_n,eta_m,P_n,N,eta_t,phi_b,l1,l2,kp,kd,accuracy,reach,robot_weight,pose_stabilisation
0.6442212549605839,4.29104645308332,943.4141988273311,0.42042904133858267,115.3711095330086,59.5725884156263,0.8707233789944365,12.633287982441297,0.4790438700426869,0.2772629840649342,124.15960484651625,37.80294966545806,0.07018424015678792,0.7563068541076211,22.563068541076213,10.0
