tau_m_n,tau_m_max,omega_n,eta_m,P_n,N,eta_t,phi_b,l1,l2,kp,kd,accuracy,reach,robot_weight,pose_stabilisation
0.6442212549605839,4.29104645308332,1358.5979199113824,0.42042904133858267,115.3711095330086,59.5725884156263,0.8208547764927647,12.633287982441297,0.4790438700426869,0.2772629840649342,244.13960487898066,36.79363363966593,0.010759981670290977,0.7563068541076211,22.563068541076213,0.8280000000000001
